id,date,store_nbr,item_nbr,perishable,unit_sales,,
12055,1,12,108701,1,2,,
12764,1,13,103501,0,13,,
12765,1,13,105576,0,23,,
12766,1,13,106716,0,11,,
12767,1,13,108079,0,1,,
12768,1,13,108701,1,4,,
13389,1,13,1083518,0,1,,
13413,1,14,103501,0,4,,
13414,1,14,105576,0,12,,
13415,1,14,105857,0,3,,
13416,1,14,106716,0,18,,
13417,1,14,108079,0,2,,
13418,1,14,108701,1,1,,
14075,1,14,1083518,0,3,,
14097,1,15,103501,0,9,,
14098,1,15,105576,0,12,,
14099,1,15,106716,0,5,,
14100,1,15,108079,0,3,,
14101,1,15,108696,1,2,,
14102,1,15,108701,1,3,,
14784,1,15,1083518,0,1,,
14812,1,16,103501,0,13,,
14813,1,16,105576,0,5,,
14814,1,16,105693,0,13,,
14815,1,16,105857,0,6,,
14816,1,16,106716,0,5,,
14817,1,16,108696,1,3,,
14818,1,16,108701,1,11,,
15503,1,16,1083518,0,9,,
15531,1,17,103501,0,14,,
15532,1,17,105576,0,27,,
15533,1,17,105857,0,18,,
15534,1,17,106716,0,6,,
15535,1,17,108696,1,3,,
15536,1,17,108701,1,3,,
16257,1,17,1083518,0,2,,
16280,1,18,103501,0,4,,
16281,1,18,103665,0,3,,
16282,1,18,105576,0,32,,
16283,1,18,105693,0,5,,
16284,1,18,105857,0,14,,
16285,1,18,106716,0,4,,
16286,1,18,108696,1,7,,
16287,1,18,108698,1,7,,
16288,1,18,108701,1,3,,
17182,1,18,1083518,0,1,,
17215,1,19,103501,0,6,,
17216,1,19,105576,0,11,,
17217,1,19,106716,0,22,,
17218,1,19,108079,0,1,,
17219,1,19,108696,1,5,,
17220,1,19,108701,1,4,,
17871,1,23,103665,0,3,,
17872,1,23,105574,0,12,,
17873,1,23,105575,0,14,,
17874,1,23,105577,0,5,,
17875,1,23,105693,0,1,,
17876,1,23,106716,0,4,,
17877,1,23,108698,1,3,,
18789,1,24,103665,0,6,,
18790,1,24,105574,0,12,,
18791,1,24,105575,0,2,,
18792,1,24,105577,0,1,,
18793,1,24,105693,0,7,,
18794,1,24,105737,0,17,,
18795,1,24,105857,0,1,,
18796,1,24,106716,0,3,,
18797,1,24,108696,1,2,,
18798,1,24,108698,1,3,,
19811,1,25,103665,0,5,,
19812,1,25,105574,0,5,,
19813,1,25,105575,0,5,,
19814,1,25,105577,0,3,,
19815,1,25,105693,0,1,,
19816,1,25,105737,0,8,,
19817,1,25,105857,0,4,,
19818,1,25,106716,0,1,,
19819,1,25,108079,0,1,,
19820,1,25,108701,1,1,,
20625,1,26,103665,0,1,,
20626,1,26,105574,0,10,,
20627,1,26,105575,0,23,,
20628,1,26,105577,0,1,,
20629,1,26,105693,0,12,,
20630,1,26,105737,0,3,,
20631,1,26,105857,0,1,,
20632,1,26,106716,0,4,,
20633,1,26,108701,1,2,,
21400,1,27,103665,0,7,,
21401,1,27,105574,0,3,,
21402,1,27,105577,0,2,,
21403,1,27,105693,0,8,,
21404,1,27,105737,0,13,,
22333,1,28,103501,0,12,,
22334,1,28,103665,0,3,,
22335,1,28,105576,0,5,,
22336,1,28,105693,0,6,,
22337,1,28,105857,0,4,,
22338,1,28,106716,0,4,,
22339,1,28,108698,1,1,,
23116,1,28,1083518,0,2,,
23150,1,30,103501,0,3,,
23151,1,30,103520,0,4,,
23152,1,30,105576,0,4,,
23153,1,30,105693,0,5,,
23154,1,30,105857,0,4,,
23155,1,30,106716,0,1,,
23739,1,31,103501,0,8,,
23740,1,31,103520,0,1,,
23741,1,31,103665,0,3,,
23742,1,31,105576,0,12,,
23743,1,31,105693,0,1,,
23744,1,31,106716,0,4,,
23745,1,31,108698,1,2,,
24501,1,31,1083518,0,1,,
24529,1,32,103501,0,1,,
24530,1,32,105576,0,4,,
24531,1,32,105693,0,1,,
24532,1,32,105857,0,2,,
24533,1,32,106716,0,3,,
25060,1,33,103501,0,12,,
25061,1,33,103520,0,1,,
25062,1,33,105576,0,17,,
25063,1,33,105693,0,9,,
25064,1,33,106716,0,4,,
25065,1,33,108079,0,2,,
25066,1,33,108701,1,3,,
25720,1,33,1083518,0,9,,
25747,1,34,103501,0,5,,
25748,1,34,103520,0,1,,
25749,1,34,103665,0,2,,
25750,1,34,105576,0,4,,
25751,1,34,105693,0,10,,
25752,1,34,106716,0,5,,
25753,1,34,108079,0,1,,
25754,1,34,108696,1,4,,
26568,1,35,103501,0,2,,
26569,1,35,105693,0,4,,
26570,1,35,105857,0,2,,
26571,1,35,106716,0,4,,
26572,1,35,108079,0,1,,
27139,1,37,103665,0,5,,
27140,1,37,105574,0,16,,
27141,1,37,105575,0,39,,
27142,1,37,105577,0,6,,
27143,1,37,105693,0,7,,
27144,1,37,105737,0,22,,
27145,1,37,105857,0,7,,
27146,1,37,106716,0,5,,
27147,1,37,108698,1,1,,
28203,1,38,103665,0,6,,
28204,1,38,105574,0,4,,
28205,1,38,105575,0,30,,
28206,1,38,105577,0,24,,
28207,1,38,105693,0,8,,
28208,1,38,105737,0,1,,
28209,1,38,105857,0,16,,
28210,1,38,108701,1,6,,
29180,1,39,103501,0,6,,
29181,1,39,103665,0,6,,
29182,1,39,105576,0,5,,
29183,1,39,105693,0,12,,
29184,1,39,105857,0,6,,
29185,1,39,106716,0,13,,
29186,1,39,108696,1,1,,
29187,1,39,108698,1,1,,
29188,1,39,108701,1,1,,
30077,1,39,1083518,0,4,,
30114,1,40,103501,0,13,,
30115,1,40,105576,0,12,,
30116,1,40,105693,0,2,,
30117,1,40,105857,0,5,,
30118,1,40,106716,0,5,,
30119,1,40,108079,0,2,,
30120,1,40,108696,1,4,,
30762,1,40,1083518,0,1,,
30787,1,41,105574,0,2,,
30788,1,41,105575,0,9,,
30789,1,41,105577,0,18,,
30790,1,41,105693,0,4,,
30791,1,41,105737,0,1,,
30792,1,41,105857,0,3,,
30793,1,41,106716,0,2,,
30794,1,41,108079,0,1,,
30795,1,41,108701,1,2,,
31680,1,43,103501,0,3,,
31681,1,43,105576,0,3,,
31682,1,43,105693,0,10,,
31683,1,43,105857,0,4,,
31684,1,43,106716,0,10,,
31685,1,43,108079,0,1,,
32270,1,43,1083518,0,1,,
32292,1,44,103520,0,12,,
32293,1,44,103665,0,20,,
32294,1,44,105574,0,51,,
32295,1,44,105575,0,74,,
32296,1,44,105577,0,23,,
32297,1,44,105693,0,4,,
32298,1,44,105737,0,45,,
32299,1,44,105857,0,57,,
32300,1,44,106716,0,7,,
32301,1,44,108079,0,5,,
32302,1,44,108696,1,6,,
32303,1,44,108698,1,5,,
33546,1,45,103520,0,3,,
33547,1,45,103665,0,8,,
33548,1,45,105574,0,42,,
33549,1,45,105575,0,83,,
33550,1,45,105577,0,11,,
33551,1,45,105693,0,2,,
33552,1,45,105737,0,6,,
33553,1,45,105857,0,42,,
33554,1,45,108079,0,2,,
33555,1,45,108696,1,21,,
33556,1,45,108698,1,14,,
33557,1,45,108701,1,21,,
34779,1,46,103665,0,7,,
34780,1,46,105574,0,27,,
34781,1,46,105575,0,60,,
34782,1,46,105577,0,23,,
34783,1,46,105693,0,2,,
34784,1,46,105737,0,16,,
34785,1,46,105857,0,24,,
34786,1,46,106716,0,41,,
34787,1,46,108079,0,1,,
34788,1,46,108696,1,55,,
34789,1,46,108698,1,7,,
34790,1,46,108701,1,37,,
35958,1,47,103665,0,11,,
35959,1,47,105574,0,57,,
35960,1,47,105575,0,98,,
35961,1,47,105577,0,2,,
35962,1,47,105693,0,8,,
35963,1,47,105737,0,18,,
35964,1,47,105857,0,27,,
35965,1,47,106716,0,40,,
35966,1,47,108079,0,1,,
35967,1,47,108696,1,31,,
35968,1,47,108698,1,18,,
35969,1,47,108701,1,11,,
37167,1,48,103665,0,10,,
37168,1,48,105574,0,36,,
37169,1,48,105575,0,78,,
37170,1,48,105577,0,24,,
37171,1,48,105693,0,8,,
37172,1,48,105737,0,1,,
37173,1,48,105857,0,5,,
37174,1,48,106716,0,25,,
37175,1,48,108079,0,1,,
37176,1,48,108696,1,22,,
37177,1,48,108698,1,4,,
37178,1,48,108701,1,52,,
38289,1,49,103665,0,4,,
38290,1,49,105574,0,51,,
38291,1,49,105575,0,26,,
38292,1,49,105577,0,3,,
38293,1,49,105693,0,2,,
38294,1,49,105737,0,10,,
38295,1,49,105857,0,15,,
38296,1,49,106716,0,6,,
38297,1,49,108696,1,5,,
38298,1,49,108698,1,9,,
38299,1,49,108701,1,5,,
39450,1,50,103665,0,6,,
39451,1,50,105574,0,16,,
39452,1,50,105575,0,38,,
39453,1,50,105693,0,7,,
39454,1,50,105737,0,16,,
39455,1,50,105857,0,12,,
39456,1,50,106716,0,9,,
39457,1,50,108696,1,9,,
39458,1,50,108698,1,5,,
40590,1,51,103665,0,6,,
40591,1,51,105574,0,24,,
40592,1,51,105575,0,8,,
40593,1,51,105577,0,8,,
40594,1,51,105693,0,9,,
40595,1,51,105737,0,48,,
40596,1,51,105857,0,1,,
40597,1,51,106716,0,3,,
40598,1,51,108696,1,3,,
40599,1,51,108698,1,6,,
41648,1,54,103501,0,10,,
41649,1,54,105576,0,15,,
41650,1,54,105693,0,8,,
41651,1,54,106716,0,6,,
41652,1,54,108696,1,2,,
41653,1,54,108701,1,1,,
42227,1,54,1083518,0,2,,
42254,1,1,103665,0,3,,
42255,1,1,105574,0,4,,
42256,1,1,105575,0,6,,
42257,1,1,105577,0,2,,
42258,1,1,105693,0,2,,
42259,1,1,105737,0,1,,
42260,1,1,105857,0,4,,
42261,1,1,108698,1,3,,
42262,1,1,108701,1,3,,
43221,1,2,103665,0,8,,
43222,1,2,105574,0,12,,
43223,1,2,105575,0,4,,
43224,1,2,105577,0,4,,
43225,1,2,105737,0,10,,
43226,1,2,105857,0,23,,
43227,1,2,106716,0,7,,
43228,1,2,108079,0,2,,
43229,1,2,108696,1,3,,
43230,1,2,108698,1,3,,
43231,1,2,108701,1,1,,
44255,1,3,103665,0,23,,
44256,1,3,105574,0,29,,
44257,1,3,105575,0,13,,
44258,1,3,105577,0,13,,
44259,1,3,105693,0,6,,
44260,1,3,105737,0,6,,
44261,1,3,105857,0,31,,
44262,1,3,106716,0,11,,
44263,1,3,108079,0,2,,
44264,1,3,108696,1,5,,
44265,1,3,108698,1,7,,
45429,1,4,103665,0,9,,
45430,1,4,105574,0,6,,
45431,1,4,105575,0,16,,
45432,1,4,105577,0,3,,
45433,1,4,105693,0,2,,
45434,1,4,105737,0,7,,
45435,1,4,105857,0,4,,
45436,1,4,106716,0,5,,
45437,1,4,108696,1,2,,
45438,1,4,108698,1,8,,
46422,1,5,103665,0,2,,
46423,1,5,105574,0,13,,
46424,1,5,105575,0,21,,
46425,1,5,105577,0,12,,
46426,1,5,105693,0,6,,
46427,1,5,105737,0,6,,
46428,1,5,105857,0,8,,
46429,1,5,106716,0,6,,
46430,1,5,108696,1,3,,
46431,1,5,108698,1,1,,
46432,1,5,108701,1,6,,
47425,1,6,103665,0,12,,
47426,1,6,105574,0,1,,
47427,1,6,105575,0,7,,
47428,1,6,105577,0,11,,
47429,1,6,105693,0,4,,
47430,1,6,105737,0,2,,
47431,1,6,105857,0,17,,
47432,1,6,106716,0,13,,
47433,1,6,108079,0,2,,
47434,1,6,108696,1,5,,
48550,1,7,103665,0,2,,
48551,1,7,105574,0,13,,
48552,1,7,105575,0,10,,
48553,1,7,105577,0,1,,
48554,1,7,105693,0,4,,
48555,1,7,105737,0,5,,
48556,1,7,105857,0,12,,
48557,1,7,106716,0,7,,
48558,1,7,108079,0,1,,
48559,1,7,108698,1,3,,
49566,1,8,103520,0,7,,
49567,1,8,103665,0,4,,
49568,1,8,105574,0,16,,
49569,1,8,105575,0,11,,
49570,1,8,105577,0,11,,
49571,1,8,105737,0,4,,
49572,1,8,105857,0,2,,
49573,1,8,106716,0,3,,
49574,1,8,108696,1,5,,
49575,1,8,108698,1,5,,
49576,1,8,108701,1,2,,
50700,1,9,103501,0,5,,
50701,1,9,103665,0,3,,
50702,1,9,105576,0,13,,
50703,1,9,105857,0,10,,
50704,1,9,108696,1,1,,
50705,1,9,108698,1,1,,
50706,1,9,108701,1,7,,
51654,1,9,1083518,0,4,,
51688,1,10,103501,0,7,,
51689,1,10,105576,0,8,,
51690,1,10,105857,0,2,,
51691,1,10,106716,0,10,,
51692,1,10,108079,0,2,,
51693,1,10,108696,1,6,,
52326,1,11,103501,0,10,,
52327,1,11,103665,0,3,,
52328,1,11,105576,0,14,,
52329,1,11,105693,0,5,,
52330,1,11,108696,1,9,,
52331,1,11,108698,1,4,,
52332,1,11,108701,1,8,,
53231,1,12,103501,0,7,,
53232,1,12,105576,0,9,,
53233,1,12,105857,0,6,,
53234,1,12,106716,0,10,,
53235,1,12,108079,0,3,,
53236,1,12,108696,1,4,,
53237,1,12,108701,1,3,,
53923,1,13,103501,0,2,,
53924,1,13,105576,0,14,,
53925,1,13,106716,0,11,,
53926,1,13,108696,1,3,,
53927,1,13,108701,1,5,,
54530,1,13,1083518,0,1,,
54555,1,14,103501,0,16,,
54556,1,14,105576,0,10,,
54557,1,14,105857,0,5,,
54558,1,14,106716,0,12,,
54559,1,14,108079,0,2,,
54560,1,14,108701,1,2,,
55196,1,14,1083518,0,1,,
55217,1,15,103501,0,9,,
55218,1,15,105576,0,9,,
55219,1,15,106716,0,8,,
55220,1,15,108079,0,1,,
55221,1,15,108696,1,1,,
55222,1,15,108701,1,8,,
55907,1,15,1083518,0,1,,
55934,1,16,103501,0,11,,
55935,1,16,105576,0,8,,
55936,1,16,105693,0,12,,
55937,1,16,106716,0,8,,
55938,1,16,108079,0,1,,
55939,1,16,108696,1,9,,
55940,1,16,108701,1,4,,
56617,1,16,1083518,0,3,,
56642,1,17,103501,0,8,,
56643,1,17,105576,0,22,,
56644,1,17,105857,0,11,,
56645,1,17,106716,0,6,,
56646,1,17,108079,0,1,,
56647,1,17,108696,1,7,,
56648,1,17,108701,1,2,,
57323,1,17,1083518,0,1,,
57349,1,18,103501,0,5,,
57350,1,18,103665,0,1,,
57351,1,18,105576,0,8,,
57352,1,18,105693,0,1,,
57353,1,18,105857,0,3,,
57354,1,18,106716,0,1,,
57355,1,18,108079,0,1,,
57356,1,18,108696,1,6,,
57357,1,18,108698,1,6,,
57358,1,18,108701,1,1,,
58161,1,18,1083518,0,1,,
58191,1,19,103501,0,2,,
58192,1,19,103520,0,1,,
58193,1,19,105576,0,4,,
58194,1,19,106716,0,10,,
58195,1,19,108079,0,2,,
58196,1,19,108696,1,2,,
58197,1,19,108701,1,1,,
58790,1,19,1083518,0,2,,
58813,1,23,103520,0,6,,
58814,1,23,103665,0,3,,
58815,1,23,105574,0,7,,
58816,1,23,105575,0,7,,
58817,1,23,105577,0,2,,
58818,1,23,105737,0,1,,
58819,1,23,105857,0,1,,
58820,1,23,106716,0,3,,
58821,1,23,108698,1,3,,
59691,1,24,103665,0,6,,
59692,1,24,105574,0,1,,
59693,1,24,105575,0,2,,
59694,1,24,105577,0,1,,
59695,1,24,105693,0,6,,
59696,1,24,105737,0,16,,
59697,1,24,105857,0,4,,
59698,1,24,106716,0,4,,
59699,1,24,108696,1,2,,
59700,1,24,108698,1,6,,
60693,1,25,105574,0,2,,
60694,1,25,105575,0,5,,
60695,1,25,105577,0,2,,
60696,1,25,105693,0,2,,
60697,1,25,105737,0,9,,
60698,1,25,105857,0,7,,
60699,1,25,106716,0,4,,
60700,1,25,108079,0,1,,
60701,1,25,108701,1,2,,
61492,1,26,105574,0,19,,
61493,1,26,105575,0,9,,
61494,1,26,105693,0,6,,
61495,1,26,105857,0,2,,
61496,1,26,106716,0,2,,
61497,1,26,108701,1,1,,
62187,1,27,103665,0,6,,
62188,1,27,105574,0,1,,
62189,1,27,105575,0,2,,
62190,1,27,105577,0,1,,
62191,1,27,105693,0,2,,
62192,1,27,105737,0,7,,
62193,1,27,106716,0,1,,
63011,1,28,103501,0,4,,
63012,1,28,103665,0,3,,
63013,1,28,105576,0,14,,
63014,1,28,105693,0,3,,
63015,1,28,105857,0,5,,
63016,1,28,106716,0,5,,
63017,1,28,108701,1,4,,
63761,1,28,1083518,0,2,,
63797,1,30,103501,0,6,,
63798,1,30,103520,0,1,,
63799,1,30,105693,0,4,,
63800,1,30,105857,0,1,,
63801,1,30,106716,0,2,,
63802,1,30,108696,1,3,,
64350,1,31,103501,0,8,,
64351,1,31,103665,0,3,,
64352,1,31,105576,0,5,,
64353,1,31,105693,0,8,,
64354,1,31,105857,0,5,,
64355,1,31,106716,0,3,,
64356,1,31,108698,1,3,,
65089,1,31,1083518,0,2,,
65120,1,32,103501,0,2,,
65121,1,32,105576,0,17,,
65122,1,32,105693,0,1,,
65123,1,32,106716,0,4,,
65620,1,32,1083518,0,1,,
65635,1,33,103501,0,11,,
65636,1,33,103520,0,4,,
65637,1,33,105576,0,14,,
65638,1,33,105693,0,4,,
65639,1,33,105857,0,2,,
65640,1,33,106716,0,2,,
65641,1,33,108701,1,2,,
66297,1,33,1083518,0,4,,
66323,1,34,103501,0,3,,
66324,1,34,103520,0,1,,
66325,1,34,103665,0,3,,
66326,1,34,105693,0,10,,
66327,1,34,105857,0,3,,
66328,1,34,106716,0,5,,
66329,1,34,108696,1,4,,
67112,1,34,1083518,0,1,,
67143,1,35,103501,0,6,,
67144,1,35,103520,0,3,,
67145,1,35,105576,0,1,,
67146,1,35,105693,0,2,,
67147,1,35,106716,0,2,,
67662,1,35,1083518,0,2,,
67688,1,37,103665,0,7,,
67689,1,37,105574,0,9,,
67690,1,37,105575,0,39,,
67691,1,37,105577,0,1,,
67692,1,37,105693,0,6,,
67693,1,37,105737,0,4,,
67694,1,37,105857,0,6,,
67695,1,37,106716,0,6,,
67696,1,37,108698,1,3,,
68733,1,38,103665,0,11,,
68734,1,38,105574,0,11,,
68735,1,38,105575,0,33,,
68736,1,38,105577,0,20,,
68737,1,38,105737,0,1,,
68738,1,38,105857,0,14,,
68739,1,38,108701,1,1,,
69705,1,39,103501,0,7,,
69706,1,39,105576,0,12,,
69707,1,39,105693,0,2,,
69708,1,39,105857,0,2,,
69709,1,39,106716,0,4,,
69710,1,39,108701,1,2,,
70596,1,39,1083518,0,3,,
70630,1,40,103501,0,8,,
70631,1,40,105576,0,6,,
70632,1,40,105693,0,7,,
70633,1,40,105857,0,3,,
70634,1,40,106716,0,10,,
70635,1,40,108696,1,1,,
70636,1,40,108701,1,1,,
71287,1,41,103520,0,2,,
71288,1,41,103665,0,6,,
71289,1,41,105574,0,1,,
71290,1,41,105575,0,4,,
71291,1,41,105577,0,20,,
71292,1,41,105693,0,2,,
71293,1,41,105857,0,5,,
71294,1,41,106716,0,1,,
71295,1,41,108079,0,1,,
72102,1,43,103501,0,5,,
72103,1,43,105576,0,7,,
72104,1,43,105693,0,2,,
72105,1,43,105857,0,1,,
72106,1,43,106716,0,8,,
72107,1,43,108696,1,2,,
72108,1,43,108701,1,4,,
72698,1,43,1083518,0,3,,
72723,1,44,103520,0,9,,
72724,1,44,103665,0,3,,
72725,1,44,105574,0,43,,
72726,1,44,105575,0,32,,
72727,1,44,105577,0,4,,
72728,1,44,105693,0,4,,
72729,1,44,105737,0,5,,
72730,1,44,105857,0,33,,
72731,1,44,106716,0,8,,
72732,1,44,108696,1,6,,
72733,1,44,108698,1,3,,
73944,1,45,103520,0,3,,
73945,1,45,103665,0,3,,
73946,1,45,105574,0,25,,
73947,1,45,105575,0,51,,
73948,1,45,105577,0,8,,
73949,1,45,105693,0,2,,
73950,1,45,105737,0,16,,
73951,1,45,105857,0,36,,
73952,1,45,108696,1,15,,
73953,1,45,108698,1,13,,
73954,1,45,108701,1,14,,
75141,1,46,103520,0,3,,
75142,1,46,103665,0,5,,
75143,1,46,105574,0,11,,
75144,1,46,105575,0,37,,
75145,1,46,105577,0,20,,
75146,1,46,105693,0,3,,
75147,1,46,105737,0,12,,
75148,1,46,105857,0,12,,
75149,1,46,106716,0,14,,
75150,1,46,108079,0,1,,
75151,1,46,108696,1,26,,
75152,1,46,108698,1,11,,
75153,1,46,108701,1,23,,
76279,1,47,103520,0,2,,
76280,1,47,103665,0,5,,
76281,1,47,105574,0,35,,
76282,1,47,105575,0,72,,
76283,1,47,105577,0,9,,
76284,1,47,105693,0,4,,
76285,1,47,105737,0,6,,
76286,1,47,105857,0,26,,
76287,1,47,106716,0,19,,
76288,1,47,108079,0,5,,
76289,1,47,108696,1,9,,
76290,1,47,108698,1,18,,
76291,1,47,108701,1,14,,
77469,1,48,103520,0,7,,
77470,1,48,105574,0,25,,
77471,1,48,105575,0,55,,
77472,1,48,105577,0,17,,
77473,1,48,105693,0,2,,
77474,1,48,105737,0,4,,
77475,1,48,106716,0,27,,
77476,1,48,108696,1,14,,
77477,1,48,108698,1,2,,
77478,1,48,108701,1,39,,
78553,1,49,103520,0,1,,
78554,1,49,103665,0,1,,
78555,1,49,105574,0,28,,
78556,1,49,105575,0,13,,
78557,1,49,105577,0,4,,
78558,1,49,105693,0,3,,
78559,1,49,105737,0,6,,
78560,1,49,105857,0,5,,
78561,1,49,106716,0,4,,
78562,1,49,108696,1,1,,
78563,1,49,108698,1,2,,
79624,1,50,105574,0,13,,
79625,1,50,105575,0,14,,
79626,1,50,105577,0,2,,
79627,1,50,105693,0,2,,
79628,1,50,105737,0,7,,
79629,1,50,105857,0,10,,
79630,1,50,106716,0,6,,
79631,1,50,108079,0,1,,
79632,1,50,108696,1,6,,
79633,1,50,108698,1,2,,
80710,1,51,103665,0,8,,
80711,1,51,105574,0,16,,
80712,1,51,105575,0,4,,
80713,1,51,105577,0,2,,
80714,1,51,105693,0,9,,
80715,1,51,105737,0,45,,
80716,1,51,105857,0,11,,
80717,1,51,108696,1,2,,
80718,1,51,108698,1,4,,
81743,1,54,103501,0,11,,
81744,1,54,105576,0,18,,
81745,1,54,105693,0,4,,
81746,1,54,105857,0,4,,
81747,1,54,106716,0,3,,
81748,1,54,108079,0,3,,
81749,1,54,108696,1,1,,
82327,1,54,1083518,0,1,,
82354,1,1,103520,0,2,,
82355,1,1,103665,0,2,,
82356,1,1,105574,0,8,,
82357,1,1,105575,0,8,,
82358,1,1,105577,0,3,,
82359,1,1,105693,0,2,,
82360,1,1,105737,0,7,,
82361,1,1,105857,0,10,,
82362,1,1,108696,1,2,,
82363,1,1,108698,1,1,,
82364,1,1,108701,1,1,,
83306,1,2,103665,0,8,,
83307,1,2,105574,0,8,,
83308,1,2,105575,0,10,,
83309,1,2,105577,0,3,,
83310,1,2,105737,0,2,,
83311,1,2,105857,0,14,,
83312,1,2,106716,0,5,,
83313,1,2,108079,0,1,,
83314,1,2,108696,1,2,,
83315,1,2,108698,1,4,,
83316,1,2,108701,1,3,,
84358,1,3,103665,0,21,,
84359,1,3,105574,0,23,,
84360,1,3,105575,0,12,,
84361,1,3,105577,0,4,,
84362,1,3,105693,0,3,,
84363,1,3,105737,0,5,,
84364,1,3,105857,0,30,,
84365,1,3,106716,0,7,,
84366,1,3,108079,0,1,,
84367,1,3,108696,1,2,,
84368,1,3,108698,1,10,,
85548,1,4,103665,0,9,,
85549,1,4,105574,0,8,,
85550,1,4,105575,0,15,,
85551,1,4,105577,0,2,,
85552,1,4,105693,0,2,,
85553,1,4,105737,0,2,,
85554,1,4,105857,0,6,,
85555,1,4,106716,0,10,,
85556,1,4,108696,1,1,,
85557,1,4,108698,1,7,,
86574,1,5,103520,0,1,,
86575,1,5,103665,0,13,,
86576,1,5,105574,0,13,,
86577,1,5,105575,0,23,,
86578,1,5,105577,0,10,,
86579,1,5,105693,0,9,,
86580,1,5,105737,0,5,,
86581,1,5,105857,0,8,,
86582,1,5,106716,0,2,,
86583,1,5,108696,1,3,,
86584,1,5,108701,1,1,,
87573,1,6,103520,0,1,,
87574,1,6,103665,0,2,,
87575,1,6,105574,0,4,,
87576,1,6,105575,0,8,,
87577,1,6,105577,0,6,,
