id,date,store_nbr,item_nbr,onpromotion,city,state,type_store,cluster,family,class,perishable,unit_sales
125037140,1,35,1463992,0,Playas,Guayas,C,3,BEVERAGES,1144,0,9
125052373,1,43,1463992,0,Esmeraldas,Esmeraldas,E,10,BEVERAGES,1144,0,87
124981122,1,3,1503844,0,Quito,Pichincha,D,8,PRODUCE,2022,1,465.761
125063370,1,47,1503844,0,Quito,Pichincha,A,14,PRODUCE,2022,1,279.642
124877215,1,1,314384,1,Quito,Pichincha,D,13,GROCERY I,1004,0,20
124912845,1,21,314384,1,Santo Domingo,Santo Domingo de los Tsachilas,B,6,GROCERY I,1004,0,31
124943202,1,40,314384,1,Machala,El Oro,C,3,GROCERY I,1004,0,18
124974471,1,54,314384,1,El Carmen,Manabi,C,3,GROCERY I,1004,0,24
124885789,1,5,364606,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,GROCERY I,1014,0,24
124950539,1,44,364606,0,Quito,Pichincha,A,5,GROCERY I,1014,0,68
124886117,1,5,807493,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,BEVERAGES,1124,0,9
124899808,1,12,807493,0,Latacunga,Cotopaxi,C,15,BEVERAGES,1124,0,37
124973095,1,53,819932,0,Manta,Manabi,D,13,BEVERAGES,1122,0,56
124933394,1,34,1047679,0,Guayaquil,Guayas,B,6,BEVERAGES,1120,0,21
124959121,1,47,1047679,0,Quito,Pichincha,A,14,BEVERAGES,1120,0,106
124936511,1,36,1463992,0,Libertad,Guayas,E,10,BEVERAGES,1144,0,29
124938411,1,37,1463992,0,Cuenca,Azuay,D,2,BEVERAGES,1144,0,6
124904459,1,15,1473474,0,Ibarra,Imbabura,C,15,PRODUCE,2014,1,28.414
124776185,1,1,265559,0,Quito,Pichincha,D,13,GROCERY I,1072,0,13
124814401,1,22,265559,0,Puyo,Pastaza,C,7,GROCERY I,1072,0,15
124834932,1,35,265559,0,Playas,Guayas,C,3,GROCERY I,1072,0,23
124800727,1,13,314384,1,Latacunga,Cotopaxi,C,15,GROCERY I,1004,0,12
124805956,1,17,314384,1,Quito,Pichincha,C,12,GROCERY I,1004,0,34
124780527,1,3,364606,0,Quito,Pichincha,D,8,GROCERY I,1014,0,108
124815931,1,23,364606,0,Ambato,Tungurahua,D,9,GROCERY I,1014,0,43
124831934,1,33,364606,0,Quevedo,Los Rios,C,3,GROCERY I,1014,0,24
124796457,1,10,1047679,0,Quito,Pichincha,C,15,BEVERAGES,1120,0,15
124798598,1,11,1463992,0,Cayambe,Pichincha,B,6,BEVERAGES,1144,0,73
124800189,1,12,1463992,0,Latacunga,Cotopaxi,C,15,BEVERAGES,1144,0,10
124808638,1,18,1463992,0,Quito,Pichincha,B,16,BEVERAGES,1144,0,56
124843108,1,39,1463992,0,Cuenca,Azuay,B,6,BEVERAGES,1144,0,2
124850535,1,43,1463992,0,Esmeraldas,Esmeraldas,E,10,BEVERAGES,1144,0,81
124855648,1,45,1463992,0,Quito,Pichincha,A,11,BEVERAGES,1144,0,254
124865973,1,49,1473474,1,Quito,Pichincha,A,11,PRODUCE,2014,1,289.924
124875294,1,53,1473474,1,Manta,Manabi,D,13,PRODUCE,2014,1,156.242
124685674,1,6,314384,1,Quito,Pichincha,D,13,GROCERY I,1004,0,32
124703414,1,16,314384,1,Santo Domingo,Santo Domingo de los Tsachilas,C,3,GROCERY I,1004,0,16
124677247,1,2,502331,0,Quito,Pichincha,D,13,BREAD/BAKERY,2702,1,21
124730264,1,32,807493,0,Guayaquil,Guayas,C,3,BEVERAGES,1124,0,3
124749105,1,43,807493,0,Esmeraldas,Esmeraldas,E,10,BEVERAGES,1124,0,97
124751169,1,44,807493,0,Quito,Pichincha,A,5,BEVERAGES,1124,0,14
124677484,1,2,819932,0,Quito,Pichincha,D,13,BEVERAGES,1122,0,26
124723855,1,28,819932,0,Guayaquil,Guayas,E,10,BEVERAGES,1122,0,31
124730271,1,32,819932,0,Guayaquil,Guayas,C,3,BEVERAGES,1122,0,2
124732917,1,34,819932,0,Guayaquil,Guayas,B,6,BEVERAGES,1122,0,127
124720795,1,26,1047679,0,Guayaquil,Guayas,D,10,BEVERAGES,1120,0,24
124727893,1,30,1473474,1,Guayaquil,Guayas,C,3,PRODUCE,2014,1,64.318
124571159,1,1,265559,0,Quito,Pichincha,D,13,GROCERY I,1072,0,17
124610758,1,22,265559,0,Puyo,Pastaza,C,7,GROCERY I,1072,0,22
124634885,1,37,265559,0,Cuenca,Azuay,D,2,GROCERY I,1072,0,65
124646750,1,43,265559,0,Esmeraldas,Esmeraldas,E,10,GROCERY I,1072,0,17
124648715,1,44,265559,0,Quito,Pichincha,A,5,GROCERY I,1072,0,60
124614023,1,24,314384,1,Guayaquil,Guayas,D,1,GROCERY I,1004,0,32
124580080,1,5,364606,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,GROCERY I,1014,0,32
124627801,1,32,364606,0,Guayaquil,Guayas,C,3,GROCERY I,1014,0,11
124642874,1,41,364606,0,Machala,El Oro,D,4,GROCERY I,1014,0,42
124609097,1,21,502331,0,Santo Domingo,Santo Domingo de los Tsachilas,B,6,BREAD/BAKERY,2702,1,44
124616304,1,25,502331,0,Salinas,Santa Elena,D,1,BREAD/BAKERY,2702,1,34
124628973,1,33,502331,0,Quevedo,Los Rios,C,3,BREAD/BAKERY,2702,1,36
124582524,1,6,807493,0,Quito,Pichincha,D,13,BEVERAGES,1124,0,7
124665108,1,50,807493,0,Ambato,Tungurahua,A,14,BEVERAGES,1124,0,36
124573658,1,2,819932,0,Quito,Pichincha,D,13,BEVERAGES,1122,0,30
124604113,1,18,1047679,0,Quito,Pichincha,B,16,BEVERAGES,1120,0,85
124592057,1,10,1463992,0,Quito,Pichincha,C,15,BEVERAGES,1144,0,155
124601256,1,16,1463992,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,BEVERAGES,1144,0,30
124610105,1,21,1463992,0,Santo Domingo,Santo Domingo de los Tsachilas,B,6,BEVERAGES,1144,0,55
124613276,1,23,1463992,0,Ambato,Tungurahua,D,9,BEVERAGES,1144,0,24
124572512,1,1,1503844,0,Quito,Pichincha,D,13,PRODUCE,2022,1,183.011
124460278,1,1,265559,0,Quito,Pichincha,D,13,GROCERY I,1072,0,13
124497280,1,20,265559,0,Quito,Pichincha,B,6,GROCERY I,1072,0,99
124513064,1,28,314384,1,Guayaquil,Guayas,E,10,GROCERY I,1004,0,47
124476189,1,8,364606,0,Quito,Pichincha,D,8,GROCERY I,1014,0,55
124495809,1,19,364606,0,Guaranda,Bolivar,C,15,GROCERY I,1014,0,41
124540927,1,43,364606,0,Esmeraldas,Esmeraldas,E,10,GROCERY I,1014,0,52
124467118,1,4,502331,0,Quito,Pichincha,D,9,BREAD/BAKERY,2702,1,31
124484652,1,12,502331,1,Latacunga,Cotopaxi,C,15,BREAD/BAKERY,2702,1,18
124515425,1,29,502331,1,Guayaquil,Guayas,E,10,BREAD/BAKERY,2702,1,74
124562651,1,51,502331,0,Guayaquil,Guayas,A,17,BREAD/BAKERY,2702,1,71
124500023,1,21,807493,0,Santo Domingo,Santo Domingo de los Tsachilas,B,6,BEVERAGES,1124,0,25
124509418,1,26,807493,0,Guayaquil,Guayas,D,10,BEVERAGES,1124,0,5
124557620,1,49,819932,0,Quito,Pichincha,A,11,BEVERAGES,1122,0,57
124560653,1,50,1047679,0,Ambato,Tungurahua,A,14,BEVERAGES,1120,0,81
124480101,1,9,1473474,0,Quito,Pichincha,B,6,PRODUCE,2014,1,38.295
124504383,1,23,1473474,0,Ambato,Tungurahua,D,9,PRODUCE,2014,1,18.083
124535814,1,40,1473474,0,Machala,El Oro,C,3,PRODUCE,2014,1,24.902
124461235,1,1,1503844,0,Quito,Pichincha,D,13,PRODUCE,2022,1,78.196
124537953,1,41,1503844,0,Machala,El Oro,D,4,PRODUCE,2022,1,161.598
124375526,1,13,265559,0,Latacunga,Cotopaxi,C,15,GROCERY I,1072,0,43
124437984,1,46,265559,0,Quito,Pichincha,A,14,GROCERY I,1072,0,217
124449152,1,50,265559,0,Ambato,Tungurahua,A,14,GROCERY I,1072,0,85
124398883,1,26,314384,1,Guayaquil,Guayas,D,10,GROCERY I,1004,0,9
124358768,1,5,364606,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,GROCERY I,1014,0,21
124394899,1,24,364606,0,Guayaquil,Guayas,D,1,GROCERY I,1014,0,28
124406649,1,30,364606,0,Guayaquil,Guayas,C,3,GROCERY I,1014,0,15
124381785,1,17,502331,0,Quito,Pichincha,C,12,BREAD/BAKERY,2702,1,28
124375863,1,13,807493,0,Latacunga,Cotopaxi,C,15,BEVERAGES,1124,0,17
124438556,1,46,807493,0,Quito,Pichincha,A,14,BEVERAGES,1124,0,19
124457258,1,53,807493,0,Manta,Manabi,D,13,BEVERAGES,1124,0,28
124366047,1,8,819932,0,Quito,Pichincha,D,8,BEVERAGES,1122,0,67
124374305,1,12,819932,0,Latacunga,Cotopaxi,C,15,BEVERAGES,1122,0,37
124377425,1,14,819932,0,Riobamba,Chimborazo,C,7,BEVERAGES,1122,0,5
124436039,1,45,1047679,0,Quito,Pichincha,A,11,BEVERAGES,1120,0,147
124390838,1,21,1473474,0,Santo Domingo,Santo Domingo de los Tsachilas,B,6,PRODUCE,2014,1,71.447
124453411,1,51,1503844,0,Guayaquil,Guayas,A,17,PRODUCE,2022,1,367.13
124273348,1,15,265559,0,Ibarra,Imbabura,C,15,GROCERY I,1072,0,25
124284918,1,22,265559,0,Puyo,Pastaza,C,7,GROCERY I,1072,0,11
124322633,1,44,265559,0,Quito,Pichincha,A,5,GROCERY I,1072,0,31
124277873,1,18,314384,1,Quito,Pichincha,B,16,GROCERY I,1004,0,14
124272249,1,14,807493,0,Riobamba,Chimborazo,C,7,BEVERAGES,1124,0,31
124286756,1,23,807493,0,Ambato,Tungurahua,D,9,BEVERAGES,1124,0,4
124264109,1,9,819932,0,Quito,Pichincha,B,6,BEVERAGES,1122,0,46
124275087,1,16,819932,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,BEVERAGES,1122,0,19
124283520,1,21,819932,0,Santo Domingo,Santo Domingo de los Tsachilas,B,6,BEVERAGES,1122,0,40
124341908,1,51,819932,0,Guayaquil,Guayas,A,17,BEVERAGES,1122,0,88
124334492,1,48,1047679,0,Quito,Pichincha,A,14,BEVERAGES,1120,0,49
124274282,1,15,1463992,0,Ibarra,Imbabura,C,15,BEVERAGES,1144,0,28
124308193,1,36,1463992,0,Libertad,Guayas,E,10,BEVERAGES,1144,0,16
124316089,1,40,1463992,0,Machala,El Oro,C,3,BEVERAGES,1144,0,28
124310243,1,37,1473474,0,Cuenca,Azuay,D,2,PRODUCE,2014,1,76.205
124246613,1,1,1503844,0,Quito,Pichincha,D,13,PRODUCE,2022,1,141.968
124287557,1,23,1503844,0,Ambato,Tungurahua,D,9,PRODUCE,2022,1,75.75
124192106,1,28,265559,0,Guayaquil,Guayas,E,10,GROCERY I,1072,0,28
124230076,1,48,265559,0,Quito,Pichincha,A,14,GROCERY I,1072,0,122
124235174,1,50,265559,0,Ambato,Tungurahua,A,14,GROCERY I,1072,0,37
124166116,1,12,314384,0,Latacunga,Cotopaxi,C,15,GROCERY I,1004,0,15
124194004,1,29,314384,0,Guayaquil,Guayas,E,10,GROCERY I,1004,0,12
124153692,1,6,364606,0,Quito,Pichincha,D,13,GROCERY I,1014,0,34
124185475,1,24,364606,0,Guayaquil,Guayas,D,1,GROCERY I,1014,0,37
124190280,1,27,364606,0,Daule,Guayas,D,1,GROCERY I,1014,0,21
124232683,1,49,364606,0,Quito,Pichincha,A,11,GROCERY I,1014,0,58
124183792,1,23,502331,0,Ambato,Tungurahua,D,9,BREAD/BAKERY,2702,1,17
124201447,1,34,502331,0,Guayaquil,Guayas,B,6,BREAD/BAKERY,2702,1,19
124162934,1,10,807493,0,Quito,Pichincha,C,15,BEVERAGES,1124,0,16
124219800,1,44,807493,0,Quito,Pichincha,A,5,BEVERAGES,1124,0,8
124178698,1,20,819932,0,Quito,Pichincha,B,6,BEVERAGES,1122,0,51
124199009,1,32,819932,0,Guayaquil,Guayas,C,3,BEVERAGES,1122,0,3
124240268,1,52,819932,0,Manta,Manabi,A,11,BEVERAGES,1122,0,2
124244236,1,54,819932,0,El Carmen,Manabi,C,3,BEVERAGES,1122,0,27
124145637,1,2,1047679,0,Quito,Pichincha,D,13,BEVERAGES,1120,0,26
124230914,1,48,1047679,0,Quito,Pichincha,A,14,BEVERAGES,1120,0,60
124220896,1,44,1463992,0,Quito,Pichincha,A,5,BEVERAGES,1144,0,136
124216692,1,42,1473474,0,Cuenca,Azuay,D,2,PRODUCE,2014,1,68.121
124191435,1,27,1503844,0,Daule,Guayas,D,1,PRODUCE,2022,1,119.12
124035620,1,1,265559,0,Quito,Pichincha,D,13,GROCERY I,1072,0,23
124108066,1,40,265559,0,Machala,El Oro,C,3,GROCERY I,1072,0,43
124044994,1,5,314384,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,GROCERY I,1004,0,34
124076555,1,22,314384,0,Puyo,Pastaza,C,7,GROCERY I,1004,0,18
124092483,1,31,314384,0,Babahoyo,Los Rios,B,10,GROCERY I,1004,0,23
124096893,1,34,314384,0,Guayaquil,Guayas,B,6,GROCERY I,1004,0,17
124085401,1,27,364606,0,Daule,Guayas,D,1,GROCERY I,1014,0,42
124049661,1,7,502331,0,Quito,Pichincha,D,8,BREAD/BAKERY,2702,1,27
124058085,1,11,502331,0,Cayambe,Pichincha,B,6,BREAD/BAKERY,2702,1,33
124089542,1,29,502331,0,Guayaquil,Guayas,E,10,BREAD/BAKERY,2702,1,34
124098727,1,35,502331,0,Playas,Guayas,C,3,BREAD/BAKERY,2702,1,10
124040685,1,3,807493,0,Quito,Pichincha,D,8,BEVERAGES,1124,0,19
124075010,1,21,807493,0,Santo Domingo,Santo Domingo de los Tsachilas,B,6,BEVERAGES,1124,0,60
124135324,1,51,807493,0,Guayaquil,Guayas,A,17,BEVERAGES,1124,0,2
124058592,1,11,1047679,0,Cayambe,Pichincha,B,6,BEVERAGES,1120,0,105
124110484,1,41,1047679,0,Machala,El Oro,D,4,BEVERAGES,1120,0,8
124046212,1,5,1463992,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,BEVERAGES,1144,0,16
124115151,1,43,1463992,0,Esmeraldas,Esmeraldas,E,10,BEVERAGES,1144,0,76
124046291,1,5,1473474,1,Santo Domingo,Santo Domingo de los Tsachilas,D,4,PRODUCE,2014,1,113.629
124086666,1,27,1473474,1,Daule,Guayas,D,1,PRODUCE,2014,1,158.394
124046331,1,5,1503844,1,Santo Domingo,Santo Domingo de los Tsachilas,D,4,PRODUCE,2022,1,48.783
123965609,1,21,265559,0,Santo Domingo,Santo Domingo de los Tsachilas,B,6,GROCERY I,1072,0,53
123986145,1,32,265559,0,Guayaquil,Guayas,C,3,GROCERY I,1072,0,29
124006573,1,43,265559,0,Esmeraldas,Esmeraldas,E,10,GROCERY I,1072,0,46
123986196,1,32,364606,0,Guayaquil,Guayas,C,3,GROCERY I,1014,0,8
123928783,1,2,807493,0,Quito,Pichincha,D,13,BEVERAGES,1124,0,19
123937965,1,6,807493,0,Quito,Pichincha,D,13,BEVERAGES,1124,0,7
123956884,1,16,807493,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,BEVERAGES,1124,0,25
123973677,1,25,807493,0,Salinas,Santa Elena,D,1,BEVERAGES,1124,0,2
123977012,1,27,819932,0,Daule,Guayas,D,1,BEVERAGES,1122,0,73
123973895,1,25,1047679,0,Salinas,Santa Elena,D,1,BEVERAGES,1120,0,38
124033506,1,53,1473474,0,Manta,Manabi,D,13,PRODUCE,2014,1,65.773
123840200,1,10,265559,0,Quito,Pichincha,C,15,GROCERY I,1072,0,32
123861988,1,23,265559,0,Ambato,Tungurahua,D,9,GROCERY I,1072,0,1
123865970,1,25,314384,0,Salinas,Santa Elena,D,1,GROCERY I,1004,0,10
123879179,1,33,364606,0,Quevedo,Los Rios,C,3,GROCERY I,1014,0,30
123924878,1,54,364606,0,El Carmen,Manabi,C,3,GROCERY I,1014,0,57
123845390,1,13,502331,0,Latacunga,Cotopaxi,C,15,BREAD/BAKERY,2702,1,9
123913193,1,49,502331,0,Quito,Pichincha,A,11,BREAD/BAKERY,2702,1,96
123820284,1,1,807493,0,Quito,Pichincha,D,13,BEVERAGES,1124,0,5
123820299,1,1,819932,0,Quito,Pichincha,D,13,BEVERAGES,1122,0,35
123844030,1,12,819932,0,Latacunga,Cotopaxi,C,15,BEVERAGES,1122,0,15
123862364,1,23,819932,0,Ambato,Tungurahua,D,9,BEVERAGES,1122,0,25
123831743,1,6,1047679,0,Quito,Pichincha,D,13,BEVERAGES,1120,0,10
123845723,1,13,1047679,0,Latacunga,Cotopaxi,C,15,BEVERAGES,1120,0,8
123923525,1,53,1047679,0,Manta,Manabi,D,13,BEVERAGES,1120,0,4
123881739,1,34,1463992,0,Guayaquil,Guayas,B,6,BEVERAGES,1144,0,11
123898785,1,43,1463992,0,Esmeraldas,Esmeraldas,E,10,BEVERAGES,1144,0,106
123823414,1,2,1473474,0,Quito,Pichincha,D,13,PRODUCE,2014,1,92.374
123886878,1,37,1473474,0,Cuenca,Azuay,D,2,PRODUCE,2014,1,72.957
123917234,1,50,1473474,0,Ambato,Tungurahua,A,14,PRODUCE,2014,1,56.883
123823464,1,2,1503844,0,Quito,Pichincha,D,13,PRODUCE,2022,1,153.196
123825986,1,3,1503844,0,Quito,Pichincha,D,8,PRODUCE,2022,1,602.891
123870325,1,27,1503844,0,Daule,Guayas,D,1,PRODUCE,2022,1,284.467
123728870,1,10,265559,0,Quito,Pichincha,C,15,GROCERY I,1072,0,40
123747614,1,21,314384,0,Santo Domingo,Santo Domingo de los Tsachilas,B,6,GROCERY I,1004,0,74
123757157,1,26,314384,0,Guayaquil,Guayas,D,10,GROCERY I,1004,0,16
123726762,1,9,364606,0,Quito,Pichincha,B,6,GROCERY I,1014,0,7
123797332,1,46,364606,0,Quito,Pichincha,A,14,GROCERY I,1014,0,142
123708587,1,1,807493,0,Quito,Pichincha,D,13,BEVERAGES,1124,0,1
123761558,1,28,819932,0,Guayaquil,Guayas,E,10,BEVERAGES,1122,0,7
123818785,1,54,1047679,0,El Carmen,Manabi,C,3,BEVERAGES,1120,0,10
123740850,1,17,1463992,0,Quito,Pichincha,C,12,BEVERAGES,1144,0,342
123793145,1,44,1463992,0,Quito,Pichincha,A,5,BEVERAGES,1144,0,287
123740916,1,17,1473474,0,Quito,Pichincha,C,12,PRODUCE,2014,1,78.006
123810076,1,50,1473474,0,Ambato,Tungurahua,A,14,PRODUCE,2014,1,83.27
123711342,1,2,1503844,0,Quito,Pichincha,D,13,PRODUCE,2022,1,215.283
123697052,1,50,314384,0,Ambato,Tungurahua,A,14,GROCERY I,1004,0,86
123702153,1,52,314384,0,Manta,Manabi,A,11,GROCERY I,1004,0,42
123624539,1,14,364606,0,Riobamba,Chimborazo,C,7,GROCERY I,1014,0,25
123626080,1,15,364606,0,Ibarra,Imbabura,C,15,GROCERY I,1014,0,15
123697128,1,50,364606,0,Ambato,Tungurahua,A,14,GROCERY I,1014,0,122
123637030,1,21,502331,0,Santo Domingo,Santo Domingo de los Tsachilas,B,6,BREAD/BAKERY,2702,1,41
123670025,1,39,502331,0,Cuenca,Azuay,B,6,BREAD/BAKERY,2702,1,31
123604603,1,4,807493,0,Quito,Pichincha,D,9,BEVERAGES,1124,0,3
123689648,1,47,1047679,0,Quito,Pichincha,A,14,BEVERAGES,1120,0,143
123617085,1,9,1463992,0,Quito,Pichincha,B,6,BEVERAGES,1144,0,501
123618876,1,10,1473474,0,Quito,Pichincha,C,15,PRODUCE,2014,1,3.245
123647269,1,26,1473474,0,Guayaquil,Guayas,D,10,PRODUCE,2014,1,27.239
123696060,1,49,1503844,0,Quito,Pichincha,A,11,PRODUCE,2022,1,575.13
