id,date,store_nbr,item_nbr,onpromotion,city,state,type_store,cluster,family,class,perishable,type_holiday,locale,locale_name,description,transferred,unit_sales
188898,2013-01-06 00:00:00,32,502331,0.0,Guayaquil,Guayas,C,3,BREAD/BAKERY,2702,1,Regular,n,n,n,n,25.0
189041,2013-01-06 00:00:00,32,807493,0.0,Guayaquil,Guayas,C,3,BEVERAGES,1124,0,Regular,n,n,n,n,16.0
193053,2013-01-06 00:00:00,38,807493,0.0,Loja,Loja,D,4,BEVERAGES,1124,0,Regular,n,n,n,n,106.0
207666,2013-01-07 00:00:00,1,1047679,0.0,Quito,Pichincha,D,13,BEVERAGES,1120,0,Regular,n,n,n,n,34.0
211216,2013-01-07 00:00:00,5,364606,0.0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,GROCERY I,1014,0,Regular,n,n,n,n,79.0
214734,2013-01-07 00:00:00,8,819932,0.0,Quito,Pichincha,D,8,BEVERAGES,1122,0,Regular,n,n,n,n,23.0
218140,2013-01-07 00:00:00,12,1047679,0.0,Latacunga,Cotopaxi,C,15,BEVERAGES,1120,0,Regular,n,n,n,n,12.0
221722,2013-01-07 00:00:00,18,265559,0.0,Quito,Pichincha,B,16,GROCERY I,1072,0,Regular,n,n,n,n,31.0
226167,2013-01-07 00:00:00,26,1047679,0.0,Guayaquil,Guayas,D,10,BEVERAGES,1120,0,Regular,n,n,n,n,1.0
231543,2013-01-07 00:00:00,35,819932,0.0,Playas,Guayas,C,3,BEVERAGES,1122,0,Regular,n,n,n,n,24.0
232368,2013-01-07 00:00:00,37,807493,0.0,Cuenca,Azuay,D,2,BEVERAGES,1124,0,Regular,n,n,n,n,13.0
236340,2013-01-07 00:00:00,43,819932,0.0,Esmeraldas,Esmeraldas,E,10,BEVERAGES,1122,0,Regular,n,n,n,n,155.0
239168,2013-01-07 00:00:00,46,314384,0.0,Quito,Pichincha,A,14,GROCERY I,1004,0,Regular,n,n,n,n,108.0
242205,2013-01-07 00:00:00,48,1047679,0.0,Quito,Pichincha,A,14,BEVERAGES,1120,0,Regular,n,n,n,n,24.0
244108,2013-01-07 00:00:00,50,807493,0.0,Ambato,Tungurahua,A,14,BEVERAGES,1124,0,Regular,n,n,n,n,129.0
245658,2013-01-07 00:00:00,54,314384,0.0,El Carmen,Manabi,C,3,GROCERY I,1004,0,Regular,n,n,n,n,17.0
257951,2013-01-08 00:00:00,13,819932,0.0,Latacunga,Cotopaxi,C,15,BEVERAGES,1122,0,Regular,n,n,n,n,124.0
261811,2013-01-08 00:00:00,19,364606,0.0,Guaranda,Bolivar,C,15,GROCERY I,1014,0,Regular,n,n,n,n,34.0
267818,2013-01-08 00:00:00,31,265559,0.0,Babahoyo,Los Rios,B,10,GROCERY I,1072,0,Regular,n,n,n,n,22.0
268544,2013-01-08 00:00:00,32,265559,0.0,Guayaquil,Guayas,C,3,GROCERY I,1072,0,Regular,n,n,n,n,21.0
268657,2013-01-08 00:00:00,32,502331,0.0,Guayaquil,Guayas,C,3,BREAD/BAKERY,2702,1,Regular,n,n,n,n,23.0
268779,2013-01-08 00:00:00,32,807493,0.0,Guayaquil,Guayas,C,3,BEVERAGES,1124,0,Regular,n,n,n,n,21.0
269537,2013-01-08 00:00:00,33,1047679,0.0,Quevedo,Los Rios,C,3,BEVERAGES,1120,0,Regular,n,n,n,n,9.0
272970,2013-01-08 00:00:00,39,265559,0.0,Cuenca,Azuay,B,6,GROCERY I,1072,0,Regular,n,n,n,n,64.0
273406,2013-01-08 00:00:00,39,807493,0.0,Cuenca,Azuay,B,6,BEVERAGES,1124,0,Regular,n,n,n,n,75.0
275111,2013-01-08 00:00:00,41,1047679,0.0,Machala,El Oro,D,4,BEVERAGES,1120,0,Regular,n,n,n,n,13.0
278900,2013-01-08 00:00:00,46,807493,0.0,Quito,Pichincha,A,14,BEVERAGES,1124,0,Regular,n,n,n,n,128.0
290838,2013-01-09 00:00:00,6,502331,0.0,Quito,Pichincha,D,13,BREAD/BAKERY,2702,1,Regular,n,n,n,n,42.0
294844,2013-01-09 00:00:00,10,502331,0.0,Quito,Pichincha,C,15,BREAD/BAKERY,2702,1,Regular,n,n,n,n,14.0
299257,2013-01-09 00:00:00,16,1047679,0.0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,BEVERAGES,1120,0,Regular,n,n,n,n,2.0
300356,2013-01-09 00:00:00,18,502331,0.0,Quito,Pichincha,B,16,BREAD/BAKERY,2702,1,Regular,n,n,n,n,23.0
301694,2013-01-09 00:00:00,23,502331,0.0,Ambato,Tungurahua,D,9,BREAD/BAKERY,2702,1,Regular,n,n,n,n,22.0
305690,2013-01-09 00:00:00,28,364606,0.0,Guayaquil,Guayas,E,10,GROCERY I,1014,0,Regular,n,n,n,n,25.0
305776,2013-01-09 00:00:00,28,502331,0.0,Guayaquil,Guayas,E,10,BREAD/BAKERY,2702,1,Regular,n,n,n,n,11.0
309103,2013-01-09 00:00:00,34,807493,0.0,Guayaquil,Guayas,B,6,BEVERAGES,1124,0,Regular,n,n,n,n,141.0
318503,2013-01-09 00:00:00,47,314384,0.0,Quito,Pichincha,A,14,GROCERY I,1004,0,Regular,n,n,n,n,95.0
325120,2013-01-10 00:00:00,1,1047679,0.0,Quito,Pichincha,D,13,BEVERAGES,1120,0,Regular,n,n,n,n,20.0
337254,2013-01-10 00:00:00,15,819932,0.0,Ibarra,Imbabura,C,15,BEVERAGES,1122,0,Regular,n,n,n,n,49.0
338263,2013-01-10 00:00:00,17,314384,0.0,Quito,Pichincha,C,12,GROCERY I,1004,0,Regular,n,n,n,n,17.0
338980,2013-01-10 00:00:00,18,314384,0.0,Quito,Pichincha,B,16,GROCERY I,1004,0,Regular,n,n,n,n,11.0
343157,2013-01-10 00:00:00,26,807493,0.0,Guayaquil,Guayas,D,10,BEVERAGES,1124,0,Regular,n,n,n,n,20.0
346858,2013-01-10 00:00:00,33,265559,0.0,Quevedo,Los Rios,C,3,GROCERY I,1072,0,Regular,n,n,n,n,8.0
351610,2013-01-10 00:00:00,40,502331,0.0,Machala,El Oro,C,3,BREAD/BAKERY,2702,1,Regular,n,n,n,n,34.0
353096,2013-01-10 00:00:00,43,819932,0.0,Esmeraldas,Esmeraldas,E,10,BEVERAGES,1122,0,Regular,n,n,n,n,44.0
360269,2013-01-10 00:00:00,50,364606,0.0,Ambato,Tungurahua,A,14,GROCERY I,1014,0,Regular,n,n,n,n,59.0
360665,2013-01-10 00:00:00,50,807493,0.0,Ambato,Tungurahua,A,14,BEVERAGES,1124,0,Regular,n,n,n,n,28.0
361697,2013-01-10 00:00:00,51,807493,0.0,Guayaquil,Guayas,A,17,BEVERAGES,1124,0,Regular,n,n,n,n,16.0
364543,2013-01-11 00:00:00,2,1047679,0.0,Quito,Pichincha,D,13,BEVERAGES,1120,0,Regular,n,n,n,n,68.0
370382,2013-01-11 00:00:00,8,502331,0.0,Quito,Pichincha,D,8,BREAD/BAKERY,2702,1,Regular,n,n,n,n,50.0
375441,2013-01-11 00:00:00,15,265559,0.0,Ibarra,Imbabura,C,15,GROCERY I,1072,0,Regular,n,n,n,n,50.0
388460,2013-01-11 00:00:00,38,265559,0.0,Loja,Loja,D,4,GROCERY I,1072,0,Regular,n,n,n,n,40.0
390933,2013-01-11 00:00:00,41,314384,0.0,Machala,El Oro,D,4,GROCERY I,1004,0,Regular,n,n,n,n,11.0
395652,2013-01-11 00:00:00,46,1047679,0.0,Quito,Pichincha,A,14,BEVERAGES,1120,0,Regular,n,n,n,n,100.0
405494,2013-01-12 00:00:00,4,364606,0.0,Quito,Pichincha,D,9,GROCERY I,1014,0,Regular,n,n,n,n,41.0
409873,2013-01-12 00:00:00,8,502331,0.0,Quito,Pichincha,D,8,BREAD/BAKERY,2702,1,Regular,n,n,n,n,59.0
416563,2013-01-12 00:00:00,16,807493,0.0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,BEVERAGES,1124,0,Regular,n,n,n,n,32.0
416572,2013-01-12 00:00:00,16,819932,0.0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,BEVERAGES,1122,0,Regular,n,n,n,n,29.0
420939,2013-01-12 00:00:00,24,1047679,0.0,Guayaquil,Guayas,D,1,BEVERAGES,1120,0,Regular,n,n,n,n,142.0
421265,2013-01-12 00:00:00,25,364606,0.0,Salinas,Santa Elena,D,1,GROCERY I,1014,0,Regular,n,n,n,n,16.0
421601,2013-01-12 00:00:00,25,807493,0.0,Salinas,Santa Elena,D,1,BEVERAGES,1124,0,Regular,n,n,n,n,22.0
423329,2013-01-12 00:00:00,27,807493,0.0,Daule,Guayas,D,1,BEVERAGES,1124,0,Regular,n,n,n,n,59.0
425253,2013-01-12 00:00:00,31,314384,0.0,Babahoyo,Los Rios,B,10,GROCERY I,1004,0,Regular,n,n,n,n,33.0
426013,2013-01-12 00:00:00,32,314384,0.0,Guayaquil,Guayas,C,3,GROCERY I,1004,0,Regular,n,n,n,n,6.0
426586,2013-01-12 00:00:00,33,314384,0.0,Quevedo,Los Rios,C,3,GROCERY I,1004,0,Regular,n,n,n,n,32.0
427302,2013-01-12 00:00:00,34,265559,0.0,Guayaquil,Guayas,B,6,GROCERY I,1072,0,Regular,n,n,n,n,45.0
427389,2013-01-12 00:00:00,34,364606,0.0,Guayaquil,Guayas,B,6,GROCERY I,1014,0,Regular,n,n,n,n,99.0
430349,2013-01-12 00:00:00,38,807493,0.0,Loja,Loja,D,4,BEVERAGES,1124,0,Regular,n,n,n,n,43.0
435048,2013-01-12 00:00:00,44,1047679,0.0,Quito,Pichincha,A,5,BEVERAGES,1120,0,Regular,n,n,n,n,631.0
437490,2013-01-12 00:00:00,46,1047679,0.0,Quito,Pichincha,A,14,BEVERAGES,1120,0,Regular,n,n,n,n,221.0
438437,2013-01-12 00:00:00,47,819932,0.0,Quito,Pichincha,A,14,BEVERAGES,1122,0,Regular,n,n,n,n,121.0
444725,2013-01-13 00:00:00,1,1047679,0.0,Quito,Pichincha,D,13,BEVERAGES,1120,0,Regular,n,n,n,n,61.0
454066,2013-01-13 00:00:00,10,807493,0.0,Quito,Pichincha,C,15,BEVERAGES,1124,0,Regular,n,n,n,n,139.0
454502,2013-01-13 00:00:00,11,314384,0.0,Cayambe,Pichincha,B,6,GROCERY I,1004,0,Regular,n,n,n,n,22.0
454944,2013-01-13 00:00:00,11,819932,0.0,Cayambe,Pichincha,B,6,BEVERAGES,1122,0,Regular,n,n,n,n,237.0
460980,2013-01-13 00:00:00,19,1047679,0.0,Guaranda,Bolivar,C,15,BEVERAGES,1120,0,Regular,n,n,n,n,32.0
466207,2013-01-13 00:00:00,28,807493,0.0,Guayaquil,Guayas,E,10,BEVERAGES,1124,0,Regular,n,n,n,n,113.0
466700,2013-01-13 00:00:00,30,364606,0.0,Guayaquil,Guayas,C,3,GROCERY I,1014,0,Regular,n,n,n,n,15.0
470792,2013-01-13 00:00:00,37,265559,0.0,Cuenca,Azuay,D,2,GROCERY I,1072,0,Regular,n,n,n,n,63.0
470833,2013-01-13 00:00:00,37,314384,0.0,Cuenca,Azuay,D,2,GROCERY I,1004,0,Regular,n,n,n,n,66.0
472576,2013-01-13 00:00:00,38,1047679,0.0,Loja,Loja,D,4,BEVERAGES,1120,0,Regular,n,n,n,n,20.0
479247,2013-01-13 00:00:00,46,819932,0.0,Quito,Pichincha,A,14,BEVERAGES,1122,0,Regular,n,n,n,n,107.0
483543,2013-01-13 00:00:00,50,314384,0.0,Ambato,Tungurahua,A,14,GROCERY I,1004,0,Regular,n,n,n,n,128.0
486371,2013-01-14 00:00:00,1,265559,0.0,Quito,Pichincha,D,13,GROCERY I,1072,0,Regular,n,n,n,n,19.0
486406,2013-01-14 00:00:00,1,314384,0.0,Quito,Pichincha,D,13,GROCERY I,1004,0,Regular,n,n,n,n,25.0
488105,2013-01-14 00:00:00,2,1047679,0.0,Quito,Pichincha,D,13,BEVERAGES,1120,0,Regular,n,n,n,n,21.0
488504,2013-01-14 00:00:00,3,364606,0.0,Quito,Pichincha,D,8,GROCERY I,1014,0,Regular,n,n,n,n,97.0
493066,2013-01-14 00:00:00,7,819932,0.0,Quito,Pichincha,D,8,BEVERAGES,1122,0,Regular,n,n,n,n,118.0
499523,2013-01-14 00:00:00,15,1047679,0.0,Ibarra,Imbabura,C,15,BEVERAGES,1120,0,Regular,n,n,n,n,27.0
500419,2013-01-14 00:00:00,17,314384,0.0,Quito,Pichincha,C,12,GROCERY I,1004,0,Regular,n,n,n,n,23.0
501498,2013-01-14 00:00:00,18,819932,0.0,Quito,Pichincha,B,16,BEVERAGES,1122,0,Regular,n,n,n,n,34.0
502698,2013-01-14 00:00:00,23,502331,0.0,Ambato,Tungurahua,D,9,BREAD/BAKERY,2702,1,Regular,n,n,n,n,32.0
508672,2013-01-14 00:00:00,31,1047679,0.0,Babahoyo,Los Rios,B,10,BEVERAGES,1120,0,Regular,n,n,n,n,3.0
510227,2013-01-14 00:00:00,34,502331,0.0,Guayaquil,Guayas,B,6,BREAD/BAKERY,2702,1,Regular,n,n,n,n,41.0
511452,2013-01-14 00:00:00,37,364606,0.0,Cuenca,Azuay,D,2,GROCERY I,1014,0,Regular,n,n,n,n,40.0
520967,2013-01-14 00:00:00,48,314384,0.0,Quito,Pichincha,A,14,GROCERY I,1004,0,Regular,n,n,n,n,26.0
525353,2013-01-14 00:00:00,54,819932,0.0,El Carmen,Manabi,C,3,BEVERAGES,1122,0,Regular,n,n,n,n,20.0
531908,2013-01-15 00:00:00,7,265559,0.0,Quito,Pichincha,D,8,GROCERY I,1072,0,Regular,n,n,n,n,11.0
532402,2013-01-15 00:00:00,7,807493,0.0,Quito,Pichincha,D,8,BEVERAGES,1124,0,Regular,n,n,n,n,54.0
538719,2013-01-15 00:00:00,15,819932,0.0,Ibarra,Imbabura,C,15,BEVERAGES,1122,0,Regular,n,n,n,n,4.0
541553,2013-01-15 00:00:00,19,819932,0.0,Guaranda,Bolivar,C,15,BEVERAGES,1122,0,Regular,n,n,n,n,100.0
547209,2013-01-15 00:00:00,30,807493,0.0,Guayaquil,Guayas,C,3,BEVERAGES,1124,0,Regular,n,n,n,n,10.0
548364,2013-01-15 00:00:00,32,364606,0.0,Guayaquil,Guayas,C,3,GROCERY I,1014,0,Regular,n,n,n,n,21.0
557123,2013-01-15 00:00:00,45,314384,0.0,Quito,Pichincha,A,11,GROCERY I,1004,0,Regular,n,n,n,n,94.0
559071,2013-01-15 00:00:00,46,1047679,0.0,Quito,Pichincha,A,14,BEVERAGES,1120,0,Regular,n,n,n,n,136.0
561720,2013-01-15 00:00:00,49,364606,0.0,Quito,Pichincha,A,11,GROCERY I,1014,0,Regular,n,n,n,n,46.0
562407,2013-01-15 00:00:00,49,1047679,0.0,Quito,Pichincha,A,11,BEVERAGES,1120,0,Regular,n,n,n,n,50.0
566404,2013-01-16 00:00:00,2,265559,0.0,Quito,Pichincha,D,13,GROCERY I,1072,0,Regular,n,n,n,n,55.0
577289,2013-01-16 00:00:00,13,819932,0.0,Latacunga,Cotopaxi,C,15,BEVERAGES,1122,0,Regular,n,n,n,n,141.0
577426,2013-01-16 00:00:00,13,1047679,0.0,Latacunga,Cotopaxi,C,15,BEVERAGES,1120,0,Regular,n,n,n,n,3.0
583618,2013-01-16 00:00:00,25,265559,0.0,Salinas,Santa Elena,D,1,GROCERY I,1072,0,Regular,n,n,n,n,14.0
585826,2013-01-16 00:00:00,27,1047679,0.0,Daule,Guayas,D,1,BEVERAGES,1120,0,Regular,n,n,n,n,11.0
586819,2013-01-16 00:00:00,30,265559,0.0,Guayaquil,Guayas,C,3,GROCERY I,1072,0,Regular,n,n,n,n,14.0
588133,2013-01-16 00:00:00,32,364606,0.0,Guayaquil,Guayas,C,3,GROCERY I,1014,0,Regular,n,n,n,n,20.0
588792,2013-01-16 00:00:00,33,502331,0.0,Quevedo,Los Rios,C,3,BREAD/BAKERY,2702,1,Regular,n,n,n,n,59.0
590117,2013-01-16 00:00:00,35,265559,0.0,Playas,Guayas,C,3,GROCERY I,1072,0,Regular,n,n,n,n,12.0
591213,2013-01-16 00:00:00,37,819932,0.0,Cuenca,Azuay,D,2,BEVERAGES,1122,0,Regular,n,n,n,n,28.0
599279,2013-01-16 00:00:00,47,265559,0.0,Quito,Pichincha,A,14,GROCERY I,1072,0,Regular,n,n,n,n,105.0
602129,2013-01-16 00:00:00,49,807493,0.0,Quito,Pichincha,A,11,BEVERAGES,1124,0,Regular,n,n,n,n,130.0
608043,2013-01-17 00:00:00,3,819932,0.0,Quito,Pichincha,D,8,BEVERAGES,1122,0,Regular,n,n,n,n,56.0
613135,2013-01-17 00:00:00,8,807493,0.0,Quito,Pichincha,D,8,BEVERAGES,1124,0,Regular,n,n,n,n,58.0
616371,2013-01-17 00:00:00,12,807493,0.0,Latacunga,Cotopaxi,C,15,BEVERAGES,1124,0,Regular,n,n,n,n,135.0
617448,2013-01-17 00:00:00,14,502331,0.0,Riobamba,Chimborazo,C,7,BREAD/BAKERY,2702,1,Regular,n,n,n,n,21.0
621797,2013-01-17 00:00:00,23,807493,0.0,Ambato,Tungurahua,D,9,BEVERAGES,1124,0,Regular,n,n,n,n,22.0
621988,2013-01-17 00:00:00,23,1047679,0.0,Ambato,Tungurahua,D,9,BEVERAGES,1120,0,Regular,n,n,n,n,51.0
626982,2013-01-17 00:00:00,31,265559,0.0,Babahoyo,Los Rios,B,10,GROCERY I,1072,0,Regular,n,n,n,n,46.0
627353,2013-01-17 00:00:00,31,819932,0.0,Babahoyo,Los Rios,B,10,BEVERAGES,1122,0,Regular,n,n,n,n,14.0
627528,2013-01-17 00:00:00,31,1047679,0.0,Babahoyo,Los Rios,B,10,BEVERAGES,1120,0,Regular,n,n,n,n,1.0
628231,2013-01-17 00:00:00,33,265559,0.0,Quevedo,Los Rios,C,3,GROCERY I,1072,0,Regular,n,n,n,n,15.0
633825,2013-01-17 00:00:00,41,502331,0.0,Machala,El Oro,D,4,BREAD/BAKERY,2702,1,Regular,n,n,n,n,31.0
637779,2013-01-17 00:00:00,46,502331,0.0,Quito,Pichincha,A,14,BREAD/BAKERY,2702,1,Regular,n,n,n,n,47.0
638063,2013-01-17 00:00:00,46,807493,0.0,Quito,Pichincha,A,14,BEVERAGES,1124,0,Regular,n,n,n,n,140.0
644703,2013-01-18 00:00:00,1,364606,0.0,Quito,Pichincha,D,13,GROCERY I,1014,0,Regular,n,n,n,n,50.0
656163,2013-01-18 00:00:00,13,265559,0.0,Latacunga,Cotopaxi,C,15,GROCERY I,1072,0,Regular,n,n,n,n,13.0
659621,2013-01-18 00:00:00,18,502331,0.0,Quito,Pichincha,B,16,BREAD/BAKERY,2702,1,Regular,n,n,n,n,4.0
666813,2013-01-18 00:00:00,31,819932,0.0,Babahoyo,Los Rios,B,10,BEVERAGES,1122,0,Regular,n,n,n,n,42.0
667150,2013-01-18 00:00:00,32,314384,0.0,Guayaquil,Guayas,C,3,GROCERY I,1004,0,Regular,n,n,n,n,4.0
669791,2013-01-18 00:00:00,37,364606,0.0,Cuenca,Azuay,D,2,GROCERY I,1014,0,Regular,n,n,n,n,48.0
669919,2013-01-18 00:00:00,37,502331,0.0,Cuenca,Azuay,D,2,BREAD/BAKERY,2702,1,Regular,n,n,n,n,43.0
672286,2013-01-18 00:00:00,39,1047679,0.0,Cuenca,Azuay,B,6,BEVERAGES,1120,0,Regular,n,n,n,n,30.0
672803,2013-01-18 00:00:00,40,807493,0.0,Machala,El Oro,C,3,BEVERAGES,1124,0,Regular,n,n,n,n,56.0
674225,2013-01-18 00:00:00,43,807493,0.0,Esmeraldas,Esmeraldas,E,10,BEVERAGES,1124,0,Regular,n,n,n,n,183.0
678866,2013-01-18 00:00:00,47,807493,0.0,Quito,Pichincha,A,14,BEVERAGES,1124,0,Regular,n,n,n,n,157.0
682242,2013-01-18 00:00:00,50,819932,0.0,Ambato,Tungurahua,A,14,BEVERAGES,1122,0,Regular,n,n,n,n,23.0
684450,2013-01-19 00:00:00,1,314384,0.0,Quito,Pichincha,D,13,GROCERY I,1004,0,Regular,n,n,n,n,26.0
692208,2013-01-19 00:00:00,8,314384,0.0,Quito,Pichincha,D,8,GROCERY I,1004,0,Regular,n,n,n,n,57.0
693875,2013-01-19 00:00:00,9,819932,0.0,Quito,Pichincha,B,6,BEVERAGES,1122,0,Regular,n,n,n,n,153.0
695181,2013-01-19 00:00:00,11,364606,0.0,Cayambe,Pichincha,B,6,GROCERY I,1014,0,Regular,n,n,n,n,37.0
696326,2013-01-19 00:00:00,12,807493,0.0,Latacunga,Cotopaxi,C,15,BEVERAGES,1124,0,Regular,n,n,n,n,78.0
696336,2013-01-19 00:00:00,12,819932,0.0,Latacunga,Cotopaxi,C,15,BEVERAGES,1122,0,Regular,n,n,n,n,42.0
704687,2013-01-19 00:00:00,25,1047679,0.0,Salinas,Santa Elena,D,1,BEVERAGES,1120,0,Regular,n,n,n,n,107.0
707917,2013-01-19 00:00:00,30,819932,0.0,Guayaquil,Guayas,C,3,BEVERAGES,1122,0,Regular,n,n,n,n,19.0
709879,2013-01-19 00:00:00,33,502331,0.0,Quevedo,Los Rios,C,3,BREAD/BAKERY,2702,1,Regular,n,n,n,n,56.0
711723,2013-01-19 00:00:00,35,1047679,0.0,Playas,Guayas,C,3,BEVERAGES,1120,0,Regular,n,n,n,n,6.0
714627,2013-01-19 00:00:00,39,819932,0.0,Cuenca,Azuay,B,6,BEVERAGES,1122,0,Regular,n,n,n,n,41.0
715081,2013-01-19 00:00:00,40,265559,0.0,Machala,El Oro,C,3,GROCERY I,1072,0,Regular,n,n,n,n,5.0
716797,2013-01-19 00:00:00,43,364606,0.0,Esmeraldas,Esmeraldas,E,10,GROCERY I,1014,0,Regular,n,n,n,n,70.0
718080,2013-01-19 00:00:00,44,807493,0.0,Quito,Pichincha,A,5,BEVERAGES,1124,0,Regular,n,n,n,n,193.0
720091,2013-01-19 00:00:00,46,314384,0.0,Quito,Pichincha,A,14,GROCERY I,1004,0,Regular,n,n,n,n,135.0
725183,2013-01-19 00:00:00,50,502331,0.0,Ambato,Tungurahua,A,14,BREAD/BAKERY,2702,1,Regular,n,n,n,n,63.0
