id,date,store_nbr,item_nbr,onpromotion,city,state,type_store,cluster,family,class,perishable,type_holiday,locale,locale_name,description,transferred,unit_sales
83847873,2016-07-02 00:00:00,47,502182,0.0,Quito,Pichincha,A,14,BREAD/BAKERY,2716.0,1.0,Regular,n,n,n,n,4.0
10611537,2013-09-03 00:00:00,14,464940,0.0,Riobamba,Chimborazo,C,7,CLEANING,3090.0,0.0,Regular,n,n,n,n,1.0
20706882,2014-03-17 00:00:00,10,939663,0.0,Quito,Pichincha,C,15,GROCERY I,1045.0,0.0,Regular,n,n,n,n,11.0
18147311,2014-01-30 00:00:00,12,517905,0.0,Latacunga,Cotopaxi,C,15,DELI,2636.0,1.0,Regular,n,n,n,n,3.0
108709614,2017-03-09 00:00:00,51,1987152,0.0,Guayaquil,Guayas,A,17,GROCERY I,1040.0,0.0,Regular,n,n,n,n,2.0
37910199,2014-12-21 00:00:00,50,1349807,0.0,Ambato,Tungurahua,A,14,GROCERY I,1030.0,0.0,Regular,n,n,n,n,12.0
115780436,2017-05-15 00:00:00,54,262991,0.0,El Carmen,Manabi,C,3,GROCERY I,1034.0,0.0,Regular,n,n,n,n,8.0
104699126,2017-01-30 00:00:00,45,1178696,0.0,Quito,Pichincha,A,11,CLEANING,3020.0,0.0,Regular,n,n,n,n,3.0
20970623,2014-03-21 00:00:00,24,421066,0.0,Guayaquil,Guayas,D,1,GROCERY I,1004.0,0.0,Regular,n,n,n,n,6.0
12601134,2013-10-16 00:00:00,31,915310,0.0,Babahoyo,Los Rios,B,10,PERSONAL CARE,4126.0,0.0,Regular,n,n,n,n,2.0
42493036,2015-03-08 00:00:00,14,841841,0.0,Riobamba,Chimborazo,C,7,GROCERY I,1072.0,0.0,Regular,n,n,n,n,4.0
4907230,2013-04-29 00:00:00,14,155610,0.0,Riobamba,Chimborazo,C,7,GROCERY I,1034.0,0.0,Regular,n,n,n,n,4.0
91092438,2016-09-15 00:00:00,48,1464201,0.0,Quito,Pichincha,A,14,BEVERAGES,1190.0,0.0,Regular,n,n,n,n,3.0
37173061,2014-12-12 00:00:00,4,326951,0.0,Quito,Pichincha,D,9,GROCERY I,1016.0,0.0,Regular,n,n,n,n,12.0
124590601,2017-08-07 00:00:00,9,1717181,0.0,Quito,Pichincha,B,6,PRODUCE,2020.0,1.0,Regular,n,n,n,n,4.0
114300174,2017-05-02 00:00:00,3,1964810,0.0,Quito,Pichincha,D,8,BEVERAGES,1126.0,0.0,Regular,n,n,n,n,15.0
116099143,2017-05-19 00:00:00,4,1052563,0.0,Quito,Pichincha,D,9,GROCERY I,1040.0,0.0,Regular,n,n,n,n,19.0
87868331,2016-08-13 00:00:00,12,103501,0.0,Latacunga,Cotopaxi,C,15,CLEANING,3008.0,0.0,Regular,n,n,n,n,1.0
10116824,2013-08-23 00:00:00,37,358100,0.0,Cuenca,Azuay,D,2,GROCERY I,1010.0,0.0,Regular,n,n,n,n,6.0
123196394,2017-07-25 00:00:00,1,1473409,0.0,Quito,Pichincha,D,13,PRODUCE,2028.0,1.0,Regular,n,n,n,n,9.005
103312077,2017-01-17 00:00:00,20,2017241,0.0,Quito,Pichincha,B,6,CLEANING,3032.0,0.0,Regular,n,n,n,n,2.0
33927686,2014-10-27 00:00:00,18,418026,0.0,Quito,Pichincha,B,16,DELI,2644.0,1.0,Regular,n,n,n,n,3.0
119749375,2017-06-22 00:00:00,24,1150954,0.0,Guayaquil,Guayas,D,1,BEVERAGES,1124.0,0.0,Regular,n,n,n,n,4.0
71941425,2016-02-29 00:00:00,10,1105212,0.0,Quito,Pichincha,C,15,GROCERY I,1074.0,0.0,Regular,n,n,n,n,4.0
12916176,2013-10-23 00:00:00,18,1021676,0.0,Quito,Pichincha,B,16,GROCERY I,1040.0,0.0,Regular,n,n,n,n,3.0
92363415,2016-09-29 00:00:00,12,1306197,0.0,Latacunga,Cotopaxi,C,15,CLEANING,3020.0,0.0,Regular,n,n,n,n,1.0
14663509,2013-11-28 00:00:00,46,208426,0.0,Quito,Pichincha,A,14,DELI,2632.0,1.0,Regular,n,n,n,n,1.0
118672427,2017-06-12 00:00:00,4,1920069,0.0,Quito,Pichincha,D,9,GROCERY I,1016.0,0.0,Regular,n,n,n,n,1.0
23504103,2014-05-08 00:00:00,7,1239954,0.0,Quito,Pichincha,D,8,DAIRY,2174.0,1.0,Regular,n,n,n,n,3.0
118823036,2017-06-13 00:00:00,33,319272,0.0,Quevedo,Los Rios,C,3,BEVERAGES,1122.0,0.0,Regular,n,n,n,n,7.0
1837641,2013-02-16 00:00:00,4,639586,0.0,Quito,Pichincha,D,9,GROCERY I,1004.0,0.0,Regular,n,n,n,n,9.0
103190168,2017-01-16 00:00:00,9,467887,0.0,Quito,Pichincha,B,6,GROCERY I,1076.0,0.0,Regular,n,n,n,n,20.0
25597268,2014-06-18 00:00:00,44,1213906,0.0,Quito,Pichincha,A,5,CLEANING,3032.0,0.0,Regular,n,n,n,n,1.0
55017920,2015-08-27 00:00:00,41,885553,0.0,Machala,El Oro,D,4,GROCERY I,1034.0,0.0,Regular,n,n,n,n,1.0
43532300,2015-03-25 00:00:00,9,1050142,0.0,Quito,Pichincha,B,6,BEVERAGES,1124.0,0.0,Regular,n,n,n,n,15.0
101313569,2016-12-28 00:00:00,31,1057034,0.0,Babahoyo,Los Rios,B,10,GROCERY I,1040.0,0.0,Regular,n,n,n,n,1.0
65886571,2015-12-26 00:00:00,3,1463994,0.0,Quito,Pichincha,D,8,BEVERAGES,1144.0,0.0,Regular,n,n,n,n,97.0
51045781,2015-07-10 00:00:00,24,581742,0.0,Guayaquil,Guayas,D,1,GROCERY I,1072.0,0.0,Regular,n,n,n,n,6.0
23336442,2014-05-04 00:00:00,43,265254,0.0,Esmeraldas,Esmeraldas,E,10,GROCERY I,1016.0,0.0,Regular,n,n,n,n,4.0
40987104,2015-02-11 00:00:00,36,671062,0.0,Libertad,Guayas,E,10,DELI,2636.0,1.0,Regular,n,n,n,n,4.0
14837687,2013-12-02 00:00:00,7,1157564,0.0,Quito,Pichincha,D,8,GROCERY I,1040.0,0.0,Regular,n,n,n,n,7.0
15388326,2013-12-13 00:00:00,3,724498,0.0,Quito,Pichincha,D,8,GROCERY I,1028.0,0.0,Regular,n,n,n,n,18.0
65541807,2015-12-21 00:00:00,31,164647,0.0,Babahoyo,Los Rios,B,10,CLEANING,3032.0,0.0,Regular,n,n,n,n,5.0
69684736,2016-02-05 00:00:00,11,464374,0.0,Cayambe,Pichincha,B,6,BEVERAGES,1124.0,0.0,Regular,n,n,n,n,11.0
65082802,2015-12-16 00:00:00,45,314879,0.0,Quito,Pichincha,A,11,CLEANING,3034.0,0.0,Regular,n,n,n,n,8.0
121577564,2017-07-09 00:00:00,31,870545,0.0,Babahoyo,Los Rios,B,10,PERSONAL CARE,4126.0,0.0,Regular,n,n,n,n,9.0
24186306,2014-05-22 00:00:00,3,170791,0.0,Quito,Pichincha,D,8,GROCERY I,1080.0,0.0,Regular,n,n,n,n,4.0
46976746,2015-05-18 00:00:00,35,671083,0.0,Playas,Guayas,C,3,DELI,2644.0,1.0,Regular,n,n,n,n,2.0
57557226,2015-09-26 00:00:00,8,457424,0.0,Quito,Pichincha,D,8,EGGS,2502.0,1.0,Regular,n,n,n,n,27.0
105977426,2017-02-11 00:00:00,48,1963324,0.0,Quito,Pichincha,A,14,PLAYERS AND ELECTRONICS,5446.0,0.0,Regular,n,n,n,n,2.0
38008996,2014-12-23 00:00:00,9,1583523,0.0,Quito,Pichincha,B,6,SCHOOL AND OFFICE SUPPLIES,6448.0,0.0,Regular,n,n,n,n,1.0
37237986,2014-12-12 00:00:00,54,1457359,0.0,El Carmen,Manabi,C,3,HOME CARE,3106.0,0.0,Regular,n,n,n,n,3.0
88954473,2016-08-24 00:00:00,31,1463437,0.0,Babahoyo,Los Rios,B,10,GROCERY I,1072.0,0.0,Regular,n,n,n,n,4.0
11392988,2013-09-20 00:00:00,24,1018878,0.0,Guayaquil,Guayas,D,1,DAIRY,2130.0,1.0,Regular,n,n,n,n,15.0
5410267,2013-05-10 00:00:00,48,262358,0.0,Quito,Pichincha,A,14,GROCERY I,1044.0,0.0,Regular,n,n,n,n,3.0
15385700,2013-12-13 00:00:00,1,664543,0.0,Quito,Pichincha,D,13,PERSONAL CARE,4126.0,0.0,Regular,n,n,n,n,3.0
17047430,2014-01-13 00:00:00,4,221506,0.0,Quito,Pichincha,D,9,CLEANING,3046.0,0.0,Regular,n,n,n,n,5.0
6929097,2013-06-14 00:00:00,2,849941,0.0,Quito,Pichincha,D,13,MEATS,2302.0,1.0,Regular,n,n,n,n,3.867
5126541,2013-05-04 00:00:00,16,1102970,0.0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,BEVERAGES,1122.0,0.0,Regular,n,n,n,n,3.0
11527421,2013-09-23 00:00:00,14,115720,0.0,Riobamba,Chimborazo,C,7,GROCERY I,1084.0,0.0,Regular,n,n,n,n,1.0
114911033,2017-05-07 00:00:00,42,419729,0.0,Cuenca,Azuay,D,2,DELI,2652.0,1.0,Regular,n,n,n,n,9.0
98989884,2016-12-05 00:00:00,26,1473478,0.0,Guayaquil,Guayas,D,10,PRODUCE,2012.0,1.0,Regular,n,n,n,n,1.6380000000000001
84466678,2016-07-09 00:00:00,9,1457181,0.0,Quito,Pichincha,B,6,HOME CARE,3106.0,0.0,Regular,n,n,n,n,20.0
