id,date,store_nbr,item_nbr,onpromotion,city,state,type_store,cluster,family,class,perishable,unit_sales
226167,1,26,1047679,0,Guayaquil,Guayas,D,10,BEVERAGES,1120,0,1
231543,1,35,819932,0,Playas,Guayas,C,3,BEVERAGES,1122,0,24
232368,1,37,807493,0,Cuenca,Azuay,D,2,BEVERAGES,1124,0,13
236340,1,43,819932,0,Esmeraldas,Esmeraldas,E,10,BEVERAGES,1122,0,155
239168,1,46,314384,0,Quito,Pichincha,A,14,GROCERY I,1004,0,108
242205,1,48,1047679,0,Quito,Pichincha,A,14,BEVERAGES,1120,0,24
244108,1,50,807493,0,Ambato,Tungurahua,A,14,BEVERAGES,1124,0,129
245658,1,54,314384,0,El Carmen,Manabi,C,3,GROCERY I,1004,0,17
257951,1,13,819932,0,Latacunga,Cotopaxi,C,15,BEVERAGES,1122,0,124
261811,1,19,364606,0,Guaranda,Bolivar,C,15,GROCERY I,1014,0,34
267818,1,31,265559,0,Babahoyo,Los Rios,B,10,GROCERY I,1072,0,22
268544,1,32,265559,0,Guayaquil,Guayas,C,3,GROCERY I,1072,0,21
268657,1,32,502331,0,Guayaquil,Guayas,C,3,BREAD/BAKERY,2702,1,23
268779,1,32,807493,0,Guayaquil,Guayas,C,3,BEVERAGES,1124,0,21
269537,1,33,1047679,0,Quevedo,Los Rios,C,3,BEVERAGES,1120,0,9
272970,1,39,265559,0,Cuenca,Azuay,B,6,GROCERY I,1072,0,64
273406,1,39,807493,0,Cuenca,Azuay,B,6,BEVERAGES,1124,0,75
275111,1,41,1047679,0,Machala,El Oro,D,4,BEVERAGES,1120,0,13
278900,1,46,807493,0,Quito,Pichincha,A,14,BEVERAGES,1124,0,128
290838,1,6,502331,0,Quito,Pichincha,D,13,BREAD/BAKERY,2702,1,42
294844,1,10,502331,0,Quito,Pichincha,C,15,BREAD/BAKERY,2702,1,14
299257,1,16,1047679,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,BEVERAGES,1120,0,2
300356,1,18,502331,0,Quito,Pichincha,B,16,BREAD/BAKERY,2702,1,23
301694,1,23,502331,0,Ambato,Tungurahua,D,9,BREAD/BAKERY,2702,1,22
305690,1,28,364606,0,Guayaquil,Guayas,E,10,GROCERY I,1014,0,25
305776,1,28,502331,0,Guayaquil,Guayas,E,10,BREAD/BAKERY,2702,1,11
309103,1,34,807493,0,Guayaquil,Guayas,B,6,BEVERAGES,1124,0,141
318503,1,47,314384,0,Quito,Pichincha,A,14,GROCERY I,1004,0,95
325120,1,1,1047679,0,Quito,Pichincha,D,13,BEVERAGES,1120,0,20
337254,1,15,819932,0,Ibarra,Imbabura,C,15,BEVERAGES,1122,0,49
338263,1,17,314384,0,Quito,Pichincha,C,12,GROCERY I,1004,0,17
338980,1,18,314384,0,Quito,Pichincha,B,16,GROCERY I,1004,0,11
343157,1,26,807493,0,Guayaquil,Guayas,D,10,BEVERAGES,1124,0,20
346858,1,33,265559,0,Quevedo,Los Rios,C,3,GROCERY I,1072,0,8
351610,1,40,502331,0,Machala,El Oro,C,3,BREAD/BAKERY,2702,1,34
353096,1,43,819932,0,Esmeraldas,Esmeraldas,E,10,BEVERAGES,1122,0,44
360269,1,50,364606,0,Ambato,Tungurahua,A,14,GROCERY I,1014,0,59
360665,1,50,807493,0,Ambato,Tungurahua,A,14,BEVERAGES,1124,0,28
361697,1,51,807493,0,Guayaquil,Guayas,A,17,BEVERAGES,1124,0,16
364543,1,2,1047679,0,Quito,Pichincha,D,13,BEVERAGES,1120,0,68
370382,1,8,502331,0,Quito,Pichincha,D,8,BREAD/BAKERY,2702,1,50
375441,1,15,265559,0,Ibarra,Imbabura,C,15,GROCERY I,1072,0,50
388460,1,38,265559,0,Loja,Loja,D,4,GROCERY I,1072,0,40
390933,1,41,314384,0,Machala,El Oro,D,4,GROCERY I,1004,0,11
395652,1,46,1047679,0,Quito,Pichincha,A,14,BEVERAGES,1120,0,100
405494,1,4,364606,0,Quito,Pichincha,D,9,GROCERY I,1014,0,41
409873,1,8,502331,0,Quito,Pichincha,D,8,BREAD/BAKERY,2702,1,59
416563,1,16,807493,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,BEVERAGES,1124,0,32
416572,1,16,819932,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,BEVERAGES,1122,0,29
420939,1,24,1047679,0,Guayaquil,Guayas,D,1,BEVERAGES,1120,0,142
421265,1,25,364606,0,Salinas,Santa Elena,D,1,GROCERY I,1014,0,16
421601,1,25,807493,0,Salinas,Santa Elena,D,1,BEVERAGES,1124,0,22
423329,1,27,807493,0,Daule,Guayas,D,1,BEVERAGES,1124,0,59
425253,1,31,314384,0,Babahoyo,Los Rios,B,10,GROCERY I,1004,0,33
426013,1,32,314384,0,Guayaquil,Guayas,C,3,GROCERY I,1004,0,6
426586,1,33,314384,0,Quevedo,Los Rios,C,3,GROCERY I,1004,0,32
427302,1,34,265559,0,Guayaquil,Guayas,B,6,GROCERY I,1072,0,45
427389,1,34,364606,0,Guayaquil,Guayas,B,6,GROCERY I,1014,0,99
430349,1,38,807493,0,Loja,Loja,D,4,BEVERAGES,1124,0,43
435048,1,44,1047679,0,Quito,Pichincha,A,5,BEVERAGES,1120,0,631
437490,1,46,1047679,0,Quito,Pichincha,A,14,BEVERAGES,1120,0,221
438437,1,47,819932,0,Quito,Pichincha,A,14,BEVERAGES,1122,0,121
444725,1,1,1047679,0,Quito,Pichincha,D,13,BEVERAGES,1120,0,61
454066,1,10,807493,0,Quito,Pichincha,C,15,BEVERAGES,1124,0,139
454502,1,11,314384,0,Cayambe,Pichincha,B,6,GROCERY I,1004,0,22
454944,1,11,819932,0,Cayambe,Pichincha,B,6,BEVERAGES,1122,0,237
460980,1,19,1047679,0,Guaranda,Bolivar,C,15,BEVERAGES,1120,0,32
466207,1,28,807493,0,Guayaquil,Guayas,E,10,BEVERAGES,1124,0,113
466700,1,30,364606,0,Guayaquil,Guayas,C,3,GROCERY I,1014,0,15
470792,1,37,265559,0,Cuenca,Azuay,D,2,GROCERY I,1072,0,63
470833,1,37,314384,0,Cuenca,Azuay,D,2,GROCERY I,1004,0,66
472576,1,38,1047679,0,Loja,Loja,D,4,BEVERAGES,1120,0,20
479247,1,46,819932,0,Quito,Pichincha,A,14,BEVERAGES,1122,0,107
483543,1,50,314384,0,Ambato,Tungurahua,A,14,GROCERY I,1004,0,128
486371,1,1,265559,0,Quito,Pichincha,D,13,GROCERY I,1072,0,19
486406,1,1,314384,0,Quito,Pichincha,D,13,GROCERY I,1004,0,25
488105,1,2,1047679,0,Quito,Pichincha,D,13,BEVERAGES,1120,0,21
488504,1,3,364606,0,Quito,Pichincha,D,8,GROCERY I,1014,0,97
493066,1,7,819932,0,Quito,Pichincha,D,8,BEVERAGES,1122,0,118
499523,1,15,1047679,0,Ibarra,Imbabura,C,15,BEVERAGES,1120,0,27
500419,1,17,314384,0,Quito,Pichincha,C,12,GROCERY I,1004,0,23
501498,1,18,819932,0,Quito,Pichincha,B,16,BEVERAGES,1122,0,34
502698,1,23,502331,0,Ambato,Tungurahua,D,9,BREAD/BAKERY,2702,1,32
508672,1,31,1047679,0,Babahoyo,Los Rios,B,10,BEVERAGES,1120,0,3
510227,1,34,502331,0,Guayaquil,Guayas,B,6,BREAD/BAKERY,2702,1,41
511452,1,37,364606,0,Cuenca,Azuay,D,2,GROCERY I,1014,0,40
520967,1,48,314384,0,Quito,Pichincha,A,14,GROCERY I,1004,0,26
525353,1,54,819932,0,El Carmen,Manabi,C,3,BEVERAGES,1122,0,20
531908,1,7,265559,0,Quito,Pichincha,D,8,GROCERY I,1072,0,11
532402,1,7,807493,0,Quito,Pichincha,D,8,BEVERAGES,1124,0,54
538719,1,15,819932,0,Ibarra,Imbabura,C,15,BEVERAGES,1122,0,4
541553,1,19,819932,0,Guaranda,Bolivar,C,15,BEVERAGES,1122,0,100
547209,1,30,807493,0,Guayaquil,Guayas,C,3,BEVERAGES,1124,0,10
548364,1,32,364606,0,Guayaquil,Guayas,C,3,GROCERY I,1014,0,21
557123,1,45,314384,0,Quito,Pichincha,A,11,GROCERY I,1004,0,94
559071,1,46,1047679,0,Quito,Pichincha,A,14,BEVERAGES,1120,0,136
561720,1,49,364606,0,Quito,Pichincha,A,11,GROCERY I,1014,0,46
562407,1,49,1047679,0,Quito,Pichincha,A,11,BEVERAGES,1120,0,50
566404,1,2,265559,0,Quito,Pichincha,D,13,GROCERY I,1072,0,55
577289,1,13,819932,0,Latacunga,Cotopaxi,C,15,BEVERAGES,1122,0,141
577426,1,13,1047679,0,Latacunga,Cotopaxi,C,15,BEVERAGES,1120,0,3
583618,1,25,265559,0,Salinas,Santa Elena,D,1,GROCERY I,1072,0,14
585826,1,27,1047679,0,Daule,Guayas,D,1,BEVERAGES,1120,0,11
586819,1,30,265559,0,Guayaquil,Guayas,C,3,GROCERY I,1072,0,14
588133,1,32,364606,0,Guayaquil,Guayas,C,3,GROCERY I,1014,0,20
588792,1,33,502331,0,Quevedo,Los Rios,C,3,BREAD/BAKERY,2702,1,59
590117,1,35,265559,0,Playas,Guayas,C,3,GROCERY I,1072,0,12
591213,1,37,819932,0,Cuenca,Azuay,D,2,BEVERAGES,1122,0,28
599279,1,47,265559,0,Quito,Pichincha,A,14,GROCERY I,1072,0,105
602129,1,49,807493,0,Quito,Pichincha,A,11,BEVERAGES,1124,0,130
608043,1,3,819932,0,Quito,Pichincha,D,8,BEVERAGES,1122,0,56
613135,1,8,807493,0,Quito,Pichincha,D,8,BEVERAGES,1124,0,58
616371,1,12,807493,0,Latacunga,Cotopaxi,C,15,BEVERAGES,1124,0,135
617448,1,14,502331,0,Riobamba,Chimborazo,C,7,BREAD/BAKERY,2702,1,21
621797,1,23,807493,0,Ambato,Tungurahua,D,9,BEVERAGES,1124,0,22
621988,1,23,1047679,0,Ambato,Tungurahua,D,9,BEVERAGES,1120,0,51
626982,1,31,265559,0,Babahoyo,Los Rios,B,10,GROCERY I,1072,0,46
627353,1,31,819932,0,Babahoyo,Los Rios,B,10,BEVERAGES,1122,0,14
627528,1,31,1047679,0,Babahoyo,Los Rios,B,10,BEVERAGES,1120,0,1
628231,1,33,265559,0,Quevedo,Los Rios,C,3,GROCERY I,1072,0,15
633825,1,41,502331,0,Machala,El Oro,D,4,BREAD/BAKERY,2702,1,31
637779,1,46,502331,0,Quito,Pichincha,A,14,BREAD/BAKERY,2702,1,47
638063,1,46,807493,0,Quito,Pichincha,A,14,BEVERAGES,1124,0,140
644703,1,1,364606,0,Quito,Pichincha,D,13,GROCERY I,1014,0,50
656163,1,13,265559,0,Latacunga,Cotopaxi,C,15,GROCERY I,1072,0,13
659621,1,18,502331,0,Quito,Pichincha,B,16,BREAD/BAKERY,2702,1,4
666813,1,31,819932,0,Babahoyo,Los Rios,B,10,BEVERAGES,1122,0,42
667150,1,32,314384,0,Guayaquil,Guayas,C,3,GROCERY I,1004,0,4
669791,1,37,364606,0,Cuenca,Azuay,D,2,GROCERY I,1014,0,48
669919,1,37,502331,0,Cuenca,Azuay,D,2,BREAD/BAKERY,2702,1,43
672286,1,39,1047679,0,Cuenca,Azuay,B,6,BEVERAGES,1120,0,30
672803,1,40,807493,0,Machala,El Oro,C,3,BEVERAGES,1124,0,56
674225,1,43,807493,0,Esmeraldas,Esmeraldas,E,10,BEVERAGES,1124,0,183
678866,1,47,807493,0,Quito,Pichincha,A,14,BEVERAGES,1124,0,157
682242,1,50,819932,0,Ambato,Tungurahua,A,14,BEVERAGES,1122,0,23
684450,1,1,314384,0,Quito,Pichincha,D,13,GROCERY I,1004,0,26
692208,1,8,314384,0,Quito,Pichincha,D,8,GROCERY I,1004,0,57
693875,1,9,819932,0,Quito,Pichincha,B,6,BEVERAGES,1122,0,153
695181,1,11,364606,0,Cayambe,Pichincha,B,6,GROCERY I,1014,0,37
696326,1,12,807493,0,Latacunga,Cotopaxi,C,15,BEVERAGES,1124,0,78
696336,1,12,819932,0,Latacunga,Cotopaxi,C,15,BEVERAGES,1122,0,42
704687,1,25,1047679,0,Salinas,Santa Elena,D,1,BEVERAGES,1120,0,107
707917,1,30,819932,0,Guayaquil,Guayas,C,3,BEVERAGES,1122,0,19
709879,1,33,502331,0,Quevedo,Los Rios,C,3,BREAD/BAKERY,2702,1,56
711723,1,35,1047679,0,Playas,Guayas,C,3,BEVERAGES,1120,0,6
714627,1,39,819932,0,Cuenca,Azuay,B,6,BEVERAGES,1122,0,41
715081,1,40,265559,0,Machala,El Oro,C,3,GROCERY I,1072,0,5
716797,1,43,364606,0,Esmeraldas,Esmeraldas,E,10,GROCERY I,1014,0,70
718080,1,44,807493,0,Quito,Pichincha,A,5,BEVERAGES,1124,0,193
720091,1,46,314384,0,Quito,Pichincha,A,14,GROCERY I,1004,0,135
725183,1,50,502331,0,Ambato,Tungurahua,A,14,BREAD/BAKERY,2702,1,63
732506,1,5,807493,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,BEVERAGES,1124,0,185
735839,1,8,819932,0,Quito,Pichincha,D,8,BEVERAGES,1122,0,51
739897,1,13,502331,0,Latacunga,Cotopaxi,C,15,BREAD/BAKERY,2702,1,22
740712,1,14,807493,0,Riobamba,Chimborazo,C,7,BEVERAGES,1124,0,32
745857,1,24,314384,0,Guayaquil,Guayas,D,1,GROCERY I,1004,0,48
747157,1,25,807493,0,Salinas,Santa Elena,D,1,BEVERAGES,1124,0,14
748655,1,27,502331,0,Daule,Guayas,D,1,BREAD/BAKERY,2702,1,106
752898,1,33,1047679,0,Quevedo,Los Rios,C,3,BEVERAGES,1120,0,6
756142,1,38,807493,0,Loja,Loja,D,4,BEVERAGES,1124,0,118
756408,1,38,1047679,0,Loja,Loja,D,4,BEVERAGES,1120,0,11
761306,1,45,314384,0,Quito,Pichincha,A,11,GROCERY I,1004,0,181
763066,1,46,807493,0,Quito,Pichincha,A,14,BEVERAGES,1124,0,483
764325,1,47,819932,0,Quito,Pichincha,A,14,BEVERAGES,1122,0,258
764951,1,48,265559,0,Quito,Pichincha,A,14,GROCERY I,1072,0,214
779587,1,10,314384,0,Quito,Pichincha,C,15,GROCERY I,1004,0,19
785002,1,17,1047679,0,Quito,Pichincha,C,12,BEVERAGES,1120,0,47
788590,1,25,314384,0,Salinas,Santa Elena,D,1,GROCERY I,1004,0,10
789705,1,26,819932,0,Guayaquil,Guayas,D,10,BEVERAGES,1122,0,6
793317,1,32,819932,0,Guayaquil,Guayas,C,3,BEVERAGES,1122,0,6
794728,1,34,819932,0,Guayaquil,Guayas,B,6,BEVERAGES,1122,0,10
795135,1,35,364606,0,Playas,Guayas,C,3,GROCERY I,1014,0,13
802430,1,45,819932,0,Quito,Pichincha,A,11,BEVERAGES,1122,0,34
804218,1,47,265559,0,Quito,Pichincha,A,14,GROCERY I,1072,0,95
806708,1,49,502331,0,Quito,Pichincha,A,11,BREAD/BAKERY,2702,1,37
810272,1,1,265559,0,Quito,Pichincha,D,13,GROCERY I,1072,0,16
819491,1,10,265559,0,Quito,Pichincha,C,15,GROCERY I,1072,0,39
819806,1,10,819932,0,Quito,Pichincha,C,15,BEVERAGES,1122,0,13
822777,1,14,1047679,0,Riobamba,Chimborazo,C,7,BEVERAGES,1120,0,10
827100,1,23,1047679,0,Ambato,Tungurahua,D,9,BEVERAGES,1120,0,5
834082,1,34,364606,0,Guayaquil,Guayas,B,6,GROCERY I,1014,0,63
838519,1,40,807493,0,Machala,El Oro,C,3,BEVERAGES,1124,0,114
840870,1,44,819932,0,Quito,Pichincha,A,5,BEVERAGES,1122,0,51
843485,1,46,1047679,0,Quito,Pichincha,A,14,BEVERAGES,1120,0,68
844357,1,47,819932,0,Quito,Pichincha,A,14,BEVERAGES,1122,0,142
845458,1,48,819932,0,Quito,Pichincha,A,14,BEVERAGES,1122,0,31
845985,1,49,265559,0,Quito,Pichincha,A,11,GROCERY I,1072,0,7
848108,1,51,265559,0,Guayaquil,Guayas,A,17,GROCERY I,1072,0,41
849332,1,54,807493,0,El Carmen,Manabi,C,3,BEVERAGES,1124,0,52
850185,1,1,819932,0,Quito,Pichincha,D,13,BEVERAGES,1122,0,30
850424,1,1,1047679,0,Quito,Pichincha,D,13,BEVERAGES,1120,0,72
863138,1,16,265559,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,GROCERY I,1072,0,13
863164,1,16,314384,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,GROCERY I,1004,0,33
864709,1,18,502331,0,Quito,Pichincha,B,16,BREAD/BAKERY,2702,1,28
868429,1,25,1047679,0,Salinas,Santa Elena,D,1,BEVERAGES,1120,0,42
871836,1,31,807493,0,Babahoyo,Los Rios,B,10,BEVERAGES,1124,0,23
877164,1,39,1047679,0,Cuenca,Azuay,B,6,BEVERAGES,1120,0,2
878073,1,41,364606,0,Machala,El Oro,D,4,GROCERY I,1014,0,22
881922,1,46,265559,0,Quito,Pichincha,A,14,GROCERY I,1072,0,111
881967,1,46,314384,0,Quito,Pichincha,A,14,GROCERY I,1004,0,75
883958,1,47,1047679,0,Quito,Pichincha,A,14,BEVERAGES,1120,0,60
885465,1,49,364606,0,Quito,Pichincha,A,11,GROCERY I,1014,0,60
886447,1,50,265559,0,Ambato,Tungurahua,A,14,GROCERY I,1072,0,74
887570,1,51,314384,0,Guayaquil,Guayas,A,17,GROCERY I,1004,0,52
889334,1,1,502331,0,Quito,Pichincha,D,13,BREAD/BAKERY,2702,1,25
891204,1,3,364606,0,Quito,Pichincha,D,8,GROCERY I,1014,0,185
904309,1,19,314384,0,Guaranda,Bolivar,C,15,GROCERY I,1004,0,11
907108,1,25,819932,0,Salinas,Santa Elena,D,1,BEVERAGES,1122,0,44
908391,1,27,502331,0,Daule,Guayas,D,1,BREAD/BAKERY,2702,1,24
909735,1,30,265559,0,Guayaquil,Guayas,C,3,GROCERY I,1072,0,9
909756,1,30,314384,0,Guayaquil,Guayas,C,3,GROCERY I,1004,0,4
912432,1,34,502331,0,Guayaquil,Guayas,B,6,BREAD/BAKERY,2702,1,53
913026,1,35,314384,0,Playas,Guayas,C,3,GROCERY I,1004,0,4
927376,1,54,807493,0,El Carmen,Manabi,C,3,BEVERAGES,1124,0,39
929803,1,3,265559,0,Quito,Pichincha,D,8,GROCERY I,1072,0,57
934665,1,7,819932,0,Quito,Pichincha,D,8,BEVERAGES,1122,0,59
937002,1,9,1047679,0,Quito,Pichincha,B,6,BEVERAGES,1120,0,13
938231,1,11,819932,0,Cayambe,Pichincha,B,6,BEVERAGES,1122,0,241
939896,1,14,364606,0,Riobamba,Chimborazo,C,7,GROCERY I,1014,0,121
941210,1,16,364606,0,Santo Domingo,Santo Domingo de los Tsachilas,C,3,GROCERY I,1014,0,30
944306,1,23,807493,0,Ambato,Tungurahua,D,9,BEVERAGES,1124,0,7
956497,1,41,502331,0,Machala,El Oro,D,4,BREAD/BAKERY,2702,1,27
958436,1,44,819932,0,Quito,Pichincha,A,5,BEVERAGES,1122,0,65
961501,1,47,265559,0,Quito,Pichincha,A,14,GROCERY I,1072,0,96
963956,1,49,364606,0,Quito,Pichincha,A,11,GROCERY I,1014,0,45
967699,1,1,364606,0,Quito,Pichincha,D,13,GROCERY I,1014,0,44
974516,1,7,502331,0,Quito,Pichincha,D,8,BREAD/BAKERY,2702,1,38
979260,1,12,364606,0,Latacunga,Cotopaxi,C,15,GROCERY I,1014,0,5
981378,1,15,364606,0,Ibarra,Imbabura,C,15,GROCERY I,1014,0,38
983154,1,17,819932,0,Quito,Pichincha,C,12,BEVERAGES,1122,0,208
988198,1,26,502331,0,Guayaquil,Guayas,D,10,BREAD/BAKERY,2702,1,29
993891,1,34,807493,0,Guayaquil,Guayas,B,6,BEVERAGES,1124,0,87
999029,1,41,502331,0,Machala,El Oro,D,4,BREAD/BAKERY,2702,1,48
1003610,1,46,807493,0,Quito,Pichincha,A,14,BEVERAGES,1124,0,311
1007652,1,49,1047679,0,Quito,Pichincha,A,11,BEVERAGES,1120,0,29
1016317,1,6,502331,0,Quito,Pichincha,D,13,BREAD/BAKERY,2702,1,91
1021086,1,11,265559,0,Cayambe,Pichincha,B,6,GROCERY I,1072,0,71
1022149,1,12,502331,0,Latacunga,Cotopaxi,C,15,BREAD/BAKERY,2702,1,25
1023315,1,14,314384,0,Riobamba,Chimborazo,C,7,GROCERY I,1004,0,21
1027113,1,19,314384,0,Guaranda,Bolivar,C,15,GROCERY I,1004,0,14
1027416,1,19,819932,0,Guaranda,Bolivar,C,15,BEVERAGES,1122,0,229
1027791,1,23,265559,0,Ambato,Tungurahua,D,9,GROCERY I,1072,0,11
1032083,1,27,1047679,0,Daule,Guayas,D,1,BEVERAGES,1120,0,10
1034054,1,31,502331,0,Babahoyo,Los Rios,B,10,BREAD/BAKERY,2702,1,63
1034265,1,31,807493,0,Babahoyo,Los Rios,B,10,BEVERAGES,1124,0,83
1037018,1,35,807493,0,Playas,Guayas,C,3,BEVERAGES,1124,0,10
1038522,1,38,364606,0,Loja,Loja,D,4,GROCERY I,1014,0,100
1038937,1,38,819932,0,Loja,Loja,D,4,BEVERAGES,1122,0,15
1039445,1,39,265559,0,Cuenca,Azuay,B,6,GROCERY I,1072,0,93
1039486,1,39,314384,0,Cuenca,Azuay,B,6,GROCERY I,1004,0,67
1040718,1,40,807493,0,Machala,El Oro,C,3,BEVERAGES,1124,0,110
1041117,1,41,265559,0,Machala,El Oro,D,4,GROCERY I,1072,0,46
1042171,1,43,502331,0,Esmeraldas,Esmeraldas,E,10,BREAD/BAKERY,2702,1,27
1043357,1,44,807493,0,Quito,Pichincha,A,5,BEVERAGES,1124,0,224
1045882,1,46,819932,0,Quito,Pichincha,A,14,BEVERAGES,1122,0,69
1047117,1,47,819932,0,Quito,Pichincha,A,14,BEVERAGES,1122,0,162
1050407,1,50,502331,0,Ambato,Tungurahua,A,14,BREAD/BAKERY,2702,1,97
1051517,1,51,502331,0,Guayaquil,Guayas,A,17,BREAD/BAKERY,2702,1,81
1055286,1,3,502331,0,Quito,Pichincha,D,8,BREAD/BAKERY,2702,1,88
1064299,1,12,1047679,0,Latacunga,Cotopaxi,C,15,BEVERAGES,1120,0,29
1071437,1,25,502331,0,Salinas,Santa Elena,D,1,BREAD/BAKERY,2702,1,8
1074896,1,31,265559,0,Babahoyo,Los Rios,B,10,GROCERY I,1072,0,46
1076203,1,33,265559,0,Quevedo,Los Rios,C,3,GROCERY I,1072,0,32
1077029,1,34,364606,0,Guayaquil,Guayas,B,6,GROCERY I,1014,0,66
1079313,1,38,314384,0,Loja,Loja,D,4,GROCERY I,1004,0,47
1080410,1,39,502331,0,Cuenca,Azuay,B,6,BREAD/BAKERY,2702,1,34
1086792,1,47,265559,0,Quito,Pichincha,A,14,GROCERY I,1072,0,92
1089074,1,49,265559,0,Quito,Pichincha,A,11,GROCERY I,1072,0,40
1092480,1,54,819932,0,El Carmen,Manabi,C,3,BEVERAGES,1122,0,21
1096953,1,5,265559,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,GROCERY I,1072,0,34
1099062,1,7,364606,0,Quito,Pichincha,D,8,GROCERY I,1014,0,63
1099707,1,7,1047679,0,Quito,Pichincha,D,8,BEVERAGES,1120,0,41
1103977,1,12,1047679,0,Latacunga,Cotopaxi,C,15,BEVERAGES,1120,0,37
1107162,1,17,807493,0,Quito,Pichincha,C,12,BEVERAGES,1124,0,39
1107963,1,18,807493,0,Quito,Pichincha,B,16,BEVERAGES,1124,0,47
1113110,1,28,265559,0,Guayaquil,Guayas,E,10,GROCERY I,1072,0,43
1113509,1,28,819932,0,Guayaquil,Guayas,E,10,BEVERAGES,1122,0,15
1114154,1,30,819932,0,Guayaquil,Guayas,C,3,BEVERAGES,1122,0,2
