id,date,store_nbr,item_nbr,perishable,unit_sales,,,,class
12767,1,13,108079,0,1,,,,1030
12768,1,13,108701,1,4,,,,2644
13389,1,13,1083518,0,1,,,,1048
13413,1,14,103501,0,4,,,,3008
13414,1,14,105576,0,12,,,,1045
13415,1,14,105857,0,3,,,,1092
13416,1,14,106716,0,18,,,,1032
13417,1,14,108079,0,2,,,,1030
13418,1,14,108701,1,1,,,,2644
14075,1,14,1083518,0,3,,,,1048
14097,1,15,103501,0,9,,,,3008
14098,1,15,105576,0,12,,,,1045
14099,1,15,106716,0,5,,,,1032
14100,1,15,108079,0,3,,,,1030
14101,1,15,108696,1,2,,,,2636
14102,1,15,108701,1,3,,,,2644
14784,1,15,1083518,0,1,,,,1048
14812,1,16,103501,0,13,,,,3008
14813,1,16,105576,0,5,,,,1045
14814,1,16,105693,0,13,,,,1034
14815,1,16,105857,0,6,,,,1092
14816,1,16,106716,0,5,,,,1032
14817,1,16,108696,1,3,,,,2636
14818,1,16,108701,1,11,,,,2644
15503,1,16,1083518,0,9,,,,1048
15531,1,17,103501,0,14,,,,3008
15532,1,17,105576,0,27,,,,1045
15533,1,17,105857,0,18,,,,1092
15534,1,17,106716,0,6,,,,1032
15535,1,17,108696,1,3,,,,2636
15536,1,17,108701,1,3,,,,2644
16257,1,17,1083518,0,2,,,,1048
16280,1,18,103501,0,4,,,,3008
16281,1,18,103665,0,3,,,,1093
16282,1,18,105576,0,32,,,,1045
16283,1,18,105693,0,5,,,,1034
16284,1,18,105857,0,14,,,,1092
16285,1,18,106716,0,4,,,,1032
16286,1,18,108696,1,7,,,,2636
16287,1,18,108698,1,7,,,,2644
16288,1,18,108701,1,3,,,,2644
17182,1,18,1083518,0,1,,,,1048
17215,1,19,103501,0,6,,,,3008
17216,1,19,105576,0,11,,,,1045
17217,1,19,106716,0,22,,,,1032
17218,1,19,108079,0,1,,,,1030
17219,1,19,108696,1,5,,,,2636
17220,1,19,108701,1,4,,,,2644
17871,1,23,103665,0,3,,,,1093
17872,1,23,105574,0,12,,,,1045
17873,1,23,105575,0,14,,,,1045
17874,1,23,105577,0,5,,,,1045
17875,1,23,105693,0,1,,,,1034
17876,1,23,106716,0,4,,,,1032
17877,1,23,108698,1,3,,,,2644
18789,1,24,103665,0,6,,,,1093
18790,1,24,105574,0,12,,,,1045
18791,1,24,105575,0,2,,,,1045
18792,1,24,105577,0,1,,,,1045
18793,1,24,105693,0,7,,,,1034
18794,1,24,105737,0,17,,,,1044
18795,1,24,105857,0,1,,,,1092
18796,1,24,106716,0,3,,,,1032
18797,1,24,108696,1,2,,,,2636
18798,1,24,108698,1,3,,,,2644
19811,1,25,103665,0,5,,,,1093
19812,1,25,105574,0,5,,,,1045
19813,1,25,105575,0,5,,,,1045
19814,1,25,105577,0,3,,,,1045
19815,1,25,105693,0,1,,,,1034
19816,1,25,105737,0,8,,,,1044
19817,1,25,105857,0,4,,,,1092
19818,1,25,106716,0,1,,,,1032
19819,1,25,108079,0,1,,,,1030
19820,1,25,108701,1,1,,,,2644
20625,1,26,103665,0,1,,,,1093
20626,1,26,105574,0,10,,,,1045
20627,1,26,105575,0,23,,,,1045
20628,1,26,105577,0,1,,,,1045
20629,1,26,105693,0,12,,,,1034
20630,1,26,105737,0,3,,,,1044
20631,1,26,105857,0,1,,,,1092
20632,1,26,106716,0,4,,,,1032
20633,1,26,108701,1,2,,,,2644
21400,1,27,103665,0,7,,,,1093
21401,1,27,105574,0,3,,,,1045
21402,1,27,105577,0,2,,,,1045
21403,1,27,105693,0,8,,,,1034
21404,1,27,105737,0,13,,,,1044
22333,1,28,103501,0,12,,,,3008
22334,1,28,103665,0,3,,,,1093
22335,1,28,105576,0,5,,,,1045
22336,1,28,105693,0,6,,,,1034
22337,1,28,105857,0,4,,,,1092
22338,1,28,106716,0,4,,,,1032
22339,1,28,108698,1,1,,,,2644
23116,1,28,1083518,0,2,,,,1048
23150,1,30,103501,0,3,,,,3008
23151,1,30,103520,0,4,,,,1028
23152,1,30,105576,0,4,,,,1045
23153,1,30,105693,0,5,,,,1034
23154,1,30,105857,0,4,,,,1092
23155,1,30,106716,0,1,,,,1032
23739,1,31,103501,0,8,,,,3008
23740,1,31,103520,0,1,,,,1028
23741,1,31,103665,0,3,,,,1093
23742,1,31,105576,0,12,,,,1045
23743,1,31,105693,0,1,,,,1034
23744,1,31,106716,0,4,,,,1032
23745,1,31,108698,1,2,,,,2644
24501,1,31,1083518,0,1,,,,1048
24529,1,32,103501,0,1,,,,3008
24530,1,32,105576,0,4,,,,1045
24531,1,32,105693,0,1,,,,1034
24532,1,32,105857,0,2,,,,1092
24533,1,32,106716,0,3,,,,1032
25060,1,33,103501,0,12,,,,3008
25061,1,33,103520,0,1,,,,1028
25062,1,33,105576,0,17,,,,1045
25063,1,33,105693,0,9,,,,1034
25064,1,33,106716,0,4,,,,1032
25065,1,33,108079,0,2,,,,1030
25066,1,33,108701,1,3,,,,2644
25720,1,33,1083518,0,9,,,,1048
25747,1,34,103501,0,5,,,,3008
25748,1,34,103520,0,1,,,,1028
25749,1,34,103665,0,2,,,,1093
25750,1,34,105576,0,4,,,,1045
25751,1,34,105693,0,10,,,,1034
25752,1,34,106716,0,5,,,,1032
25753,1,34,108079,0,1,,,,1030
25754,1,34,108696,1,4,,,,2636
26568,1,35,103501,0,2,,,,3008
26569,1,35,105693,0,4,,,,1034
26570,1,35,105857,0,2,,,,1092
26571,1,35,106716,0,4,,,,1032
26572,1,35,108079,0,1,,,,1030
27139,1,37,103665,0,5,,,,1093
27140,1,37,105574,0,16,,,,1045
27141,1,37,105575,0,39,,,,1045
27142,1,37,105577,0,6,,,,1045
27143,1,37,105693,0,7,,,,1034
27144,1,37,105737,0,22,,,,1044
27145,1,37,105857,0,7,,,,1092
27146,1,37,106716,0,5,,,,1032
27147,1,37,108698,1,1,,,,2644
28203,1,38,103665,0,6,,,,1093
28204,1,38,105574,0,4,,,,1045
28205,1,38,105575,0,30,,,,1045
28206,1,38,105577,0,24,,,,1045
28207,1,38,105693,0,8,,,,1034
28208,1,38,105737,0,1,,,,1044
28209,1,38,105857,0,16,,,,1092
28210,1,38,108701,1,6,,,,2644
29180,1,39,103501,0,6,,,,3008
29181,1,39,103665,0,6,,,,1093
29182,1,39,105576,0,5,,,,1045
29183,1,39,105693,0,12,,,,1034
29184,1,39,105857,0,6,,,,1092
29185,1,39,106716,0,13,,,,1032
29186,1,39,108696,1,1,,,,2636
29187,1,39,108698,1,1,,,,2644
29188,1,39,108701,1,1,,,,2644
30077,1,39,1083518,0,4,,,,1048
30114,1,40,103501,0,13,,,,3008
30115,1,40,105576,0,12,,,,1045
30116,1,40,105693,0,2,,,,1034
30117,1,40,105857,0,5,,,,1092
30118,1,40,106716,0,5,,,,1032
30119,1,40,108079,0,2,,,,1030
30120,1,40,108696,1,4,,,,2636
30762,1,40,1083518,0,1,,,,1048
30787,1,41,105574,0,2,,,,1045
30788,1,41,105575,0,9,,,,1045
30789,1,41,105577,0,18,,,,1045
30790,1,41,105693,0,4,,,,1034
30791,1,41,105737,0,1,,,,1044
30792,1,41,105857,0,3,,,,1092
30793,1,41,106716,0,2,,,,1032
30794,1,41,108079,0,1,,,,1030
30795,1,41,108701,1,2,,,,2644
31680,1,43,103501,0,3,,,,3008
31681,1,43,105576,0,3,,,,1045
31682,1,43,105693,0,10,,,,1034
31683,1,43,105857,0,4,,,,1092
31684,1,43,106716,0,10,,,,1032
31685,1,43,108079,0,1,,,,1030
32270,1,43,1083518,0,1,,,,1048
32292,1,44,103520,0,12,,,,1028
32293,1,44,103665,0,20,,,,1093
32294,1,44,105574,0,51,,,,1045
32295,1,44,105575,0,74,,,,1045
32296,1,44,105577,0,23,,,,1045
32297,1,44,105693,0,4,,,,1034
32298,1,44,105737,0,45,,,,1044
32299,1,44,105857,0,57,,,,1092
32300,1,44,106716,0,7,,,,1032
32301,1,44,108079,0,5,,,,1030
32302,1,44,108696,1,6,,,,2636
32303,1,44,108698,1,5,,,,2644
33546,1,45,103520,0,3,,,,1028
33547,1,45,103665,0,8,,,,1093
33548,1,45,105574,0,42,,,,1045
33549,1,45,105575,0,83,,,,1045
33550,1,45,105577,0,11,,,,1045
33551,1,45,105693,0,2,,,,1034
33552,1,45,105737,0,6,,,,1044
33553,1,45,105857,0,42,,,,1092
33554,1,45,108079,0,2,,,,1030
33555,1,45,108696,1,21,,,,2636
33556,1,45,108698,1,14,,,,2644
33557,1,45,108701,1,21,,,,2644
34779,1,46,103665,0,7,,,,1093
34780,1,46,105574,0,27,,,,1045
34781,1,46,105575,0,60,,,,1045
34782,1,46,105577,0,23,,,,1045
34783,1,46,105693,0,2,,,,1034
34784,1,46,105737,0,16,,,,1044
34785,1,46,105857,0,24,,,,1092
34786,1,46,106716,0,41,,,,1032
34787,1,46,108079,0,1,,,,1030
34788,1,46,108696,1,55,,,,2636
34789,1,46,108698,1,7,,,,2644
34790,1,46,108701,1,37,,,,2644
35958,1,47,103665,0,11,,,,2302
35959,1,47,105574,0,57,,,,1093
35960,1,47,105575,0,98,,,,1045
35961,1,47,105577,0,2,,,,1045
35962,1,47,105693,0,8,,,,1045
35963,1,47,105737,0,18,,,,1034
35964,1,47,105857,0,27,,,,1044
35965,1,47,106716,0,40,,,,1092
35966,1,47,108079,0,1,,,,1032
35967,1,47,108696,1,31,,,,1030
35968,1,47,108698,1,18,,,,2636
35969,1,47,108701,1,11,,,,2644
37167,1,48,103665,0,10,,,,2644
37168,1,48,105574,0,36,,,,1093
37169,1,48,105575,0,78,,,,1045
37170,1,48,105577,0,24,,,,1045
37171,1,48,105693,0,8,,,,1045
37172,1,48,105737,0,1,,,,1034
37173,1,48,105857,0,5,,,,1044
37174,1,48,106716,0,25,,,,1092
37175,1,48,108079,0,1,,,,1032
37176,1,48,108696,1,22,,,,1030
37177,1,48,108698,1,4,,,,2636
37178,1,48,108701,1,52,,,,2644
38289,1,49,103665,0,4,,,,2644
38290,1,49,105574,0,51,,,,1093
38291,1,49,105575,0,26,,,,1045
38292,1,49,105577,0,3,,,,1045
38293,1,49,105693,0,2,,,,1045
38294,1,49,105737,0,10,,,,1034
38295,1,49,105857,0,15,,,,1044
38296,1,49,106716,0,6,,,,1092
38297,1,49,108696,1,5,,,,1032
38298,1,49,108698,1,9,,,,2636
38299,1,49,108701,1,5,,,,2644
39450,1,50,103665,0,6,,,,2644
39451,1,50,105574,0,16,,,,1093
39452,1,50,105575,0,38,,,,1045
39453,1,50,105693,0,7,,,,1045
39454,1,50,105737,0,16,,,,1034
39455,1,50,105857,0,12,,,,1044
39456,1,50,106716,0,9,,,,1092
39457,1,50,108696,1,9,,,,1032
39458,1,50,108698,1,5,,,,2636
40590,1,51,103665,0,6,,,,2644
40591,1,51,105574,0,24,,,,1093
40592,1,51,105575,0,8,,,,1045
40593,1,51,105577,0,8,,,,1045
40594,1,51,105693,0,9,,,,1045
40595,1,51,105737,0,48,,,,1034
40596,1,51,105857,0,1,,,,1044
40597,1,51,106716,0,3,,,,1092
40598,1,51,108696,1,3,,,,1032
40599,1,51,108698,1,6,,,,2636
41648,1,54,103501,0,10,,,,2644
41649,1,54,105576,0,15,,,,3008
41650,1,54,105693,0,8,,,,1045
41651,1,54,106716,0,6,,,,1034
41652,1,54,108696,1,2,,,,1032
41653,1,54,108701,1,1,,,,2636
42227,1,54,1083518,0,2,,,,2644
42254,1,1,103665,0,3,,,,1048
42255,1,1,105574,0,4,,,,1093
42256,1,1,105575,0,6,,,,1045
42257,1,1,105577,0,2,,,,1045
42258,1,1,105693,0,2,,,,1045
42259,1,1,105737,0,1,,,,1034
42260,1,1,105857,0,4,,,,1044
42261,1,1,108698,1,3,,,,1092
42262,1,1,108701,1,3,,,,2644
43221,1,2,103665,0,8,,,,2644
43222,1,2,105574,0,12,,,,1093
43223,1,2,105575,0,4,,,,1045
43224,1,2,105577,0,4,,,,1045
43225,1,2,105737,0,10,,,,1045
43226,1,2,105857,0,23,,,,1044
43227,1,2,106716,0,7,,,,1092
43228,1,2,108079,0,2,,,,1032
43229,1,2,108696,1,3,,,,1030
43230,1,2,108698,1,3,,,,2636
43231,1,2,108701,1,1,,,,2644
44255,1,3,103665,0,23,,,,2644
44256,1,3,105574,0,29,,,,1093
44257,1,3,105575,0,13,,,,1045
44258,1,3,105577,0,13,,,,1045
44259,1,3,105693,0,6,,,,1045
44260,1,3,105737,0,6,,,,1034
44261,1,3,105857,0,31,,,,1044
44262,1,3,106716,0,11,,,,1092
44263,1,3,108079,0,2,,,,1032
44264,1,3,108696,1,5,,,,1030
44265,1,3,108698,1,7,,,,2636
45429,1,4,103665,0,9,,,,2644
45430,1,4,105574,0,6,,,,1093
45431,1,4,105575,0,16,,,,1045
45432,1,4,105577,0,3,,,,1045
45433,1,4,105693,0,2,,,,1045
45434,1,4,105737,0,7,,,,1034
45435,1,4,105857,0,4,,,,1044
45436,1,4,106716,0,5,,,,1092
45437,1,4,108696,1,2,,,,1032
45438,1,4,108698,1,8,,,,2636
46422,1,5,103665,0,2,,,,2644
46423,1,5,105574,0,13,,,,1093
46424,1,5,105575,0,21,,,,1045
46425,1,5,105577,0,12,,,,1045
46426,1,5,105693,0,6,,,,1045
46427,1,5,105737,0,6,,,,1034
46428,1,5,105857,0,8,,,,1044
46429,1,5,106716,0,6,,,,1092
46430,1,5,108696,1,3,,,,1032
46431,1,5,108698,1,1,,,,2636
46432,1,5,108701,1,6,,,,2644
47425,1,6,103665,0,12,,,,2644
47426,1,6,105574,0,1,,,,1093
47427,1,6,105575,0,7,,,,1045
47428,1,6,105577,0,11,,,,1045
47429,1,6,105693,0,4,,,,1045
47430,1,6,105737,0,2,,,,1034
47431,1,6,105857,0,17,,,,1044
47432,1,6,106716,0,13,,,,1092
47433,1,6,108079,0,2,,,,1032
47434,1,6,108696,1,5,,,,1030
48550,1,7,103665,0,2,,,,2636
48551,1,7,105574,0,13,,,,1093
48552,1,7,105575,0,10,,,,1045
48553,1,7,105577,0,1,,,,1045
48554,1,7,105693,0,4,,,,1045
48555,1,7,105737,0,5,,,,1034
48556,1,7,105857,0,12,,,,1044
48557,1,7,106716,0,7,,,,1092
48558,1,7,108079,0,1,,,,1032
48559,1,7,108698,1,3,,,,1030
49566,1,8,103520,0,7,,,,2644
49567,1,8,103665,0,4,,,,1028
49568,1,8,105574,0,16,,,,1093
49569,1,8,105575,0,11,,,,1045
49570,1,8,105577,0,11,,,,1045
49571,1,8,105737,0,4,,,,1045
49572,1,8,105857,0,2,,,,1044
49573,1,8,106716,0,3,,,,1092
49574,1,8,108696,1,5,,,,1032
49575,1,8,108698,1,5,,,,2636
49576,1,8,108701,1,2,,,,2644
50700,1,9,103501,0,5,,,,2644
50701,1,9,103665,0,3,,,,3008
50702,1,9,105576,0,13,,,,1093
50703,1,9,105857,0,10,,,,1045
50704,1,9,108696,1,1,,,,1092
50705,1,9,108698,1,1,,,,2636
50706,1,9,108701,1,7,,,,2644
51654,1,9,1083518,0,4,,,,2644
51688,1,10,103501,0,7,,,,1048
51689,1,10,105576,0,8,,,,3008
51690,1,10,105857,0,2,,,,1045
51691,1,10,106716,0,10,,,,1092
51692,1,10,108079,0,2,,,,1032
51693,1,10,108696,1,6,,,,1030
52326,1,11,103501,0,10,,,,2636
52327,1,11,103665,0,3,,,,3008
52328,1,11,105576,0,14,,,,1093
52329,1,11,105693,0,5,,,,1045
52330,1,11,108696,1,9,,,,1034
52331,1,11,108698,1,4,,,,2636
52332,1,11,108701,1,8,,,,2644
53231,1,12,103501,0,7,,,,2644
53232,1,12,105576,0,9,,,,3008
53233,1,12,105857,0,6,,,,1045
53234,1,12,106716,0,10,,,,1092
53235,1,12,108079,0,3,,,,1032
53236,1,12,108696,1,4,,,,1030
53237,1,12,108701,1,3,,,,2636
53923,1,13,103501,0,2,,,,2644
53924,1,13,105576,0,14,,,,3008
53925,1,13,106716,0,11,,,,1045
53926,1,13,108696,1,3,,,,1032
53927,1,13,108701,1,5,,,,2636
54530,1,13,1083518,0,1,,,,2644
54555,1,14,103501,0,16,,,,1048
54556,1,14,105576,0,10,,,,3008
54557,1,14,105857,0,5,,,,1045
54558,1,14,106716,0,12,,,,1092
54559,1,14,108079,0,2,,,,1032
54560,1,14,108701,1,2,,,,1030
55196,1,14,1083518,0,1,,,,2644
55217,1,15,103501,0,9,,,,1048
55218,1,15,105576,0,9,,,,3008
55219,1,15,106716,0,8,,,,1045
55220,1,15,108079,0,1,,,,1032
55221,1,15,108696,1,1,,,,1030
55222,1,15,108701,1,8,,,,2636
55907,1,15,1083518,0,1,,,,2644
55934,1,16,103501,0,11,,,,1048
55935,1,16,105576,0,8,,,,3008
55936,1,16,105693,0,12,,,,1045
55937,1,16,106716,0,8,,,,1034
55938,1,16,108079,0,1,,,,1032
55939,1,16,108696,1,9,,,,1030
55940,1,16,108701,1,4,,,,2636
56617,1,16,1083518,0,3,,,,2644
56642,1,17,103501,0,8,,,,1048
56643,1,17,105576,0,22,,,,3008
56644,1,17,105857,0,11,,,,1045
56645,1,17,106716,0,6,,,,1092
56646,1,17,108079,0,1,,,,1032
56647,1,17,108696,1,7,,,,1030
56648,1,17,108701,1,2,,,,2636
57323,1,17,1083518,0,1,,,,2644
57349,1,18,103501,0,5,,,,1048
57350,1,18,103665,0,1,,,,3008
57351,1,18,105576,0,8,,,,1093
57352,1,18,105693,0,1,,,,1045
57353,1,18,105857,0,3,,,,1034
57354,1,18,106716,0,1,,,,1092
57355,1,18,108079,0,1,,,,1032
57356,1,18,108696,1,6,,,,1030
57357,1,18,108698,1,6,,,,2636
57358,1,18,108701,1,1,,,,2644
58161,1,18,1083518,0,1,,,,2644
58191,1,19,103501,0,2,,,,1048
58192,1,19,103520,0,1,,,,3008
58193,1,19,105576,0,4,,,,1028
58194,1,19,106716,0,10,,,,1045
58195,1,19,108079,0,2,,,,1032
58196,1,19,108696,1,2,,,,1030
58197,1,19,108701,1,1,,,,2636
58790,1,19,1083518,0,2,,,,2644
58813,1,23,103520,0,6,,,,1048
58814,1,23,103665,0,3,,,,1028
58815,1,23,105574,0,7,,,,1093
58816,1,23,105575,0,7,,,,1045
58817,1,23,105577,0,2,,,,1045
58818,1,23,105737,0,1,,,,1045
58819,1,23,105857,0,1,,,,1044
58820,1,23,106716,0,3,,,,1092
58821,1,23,108698,1,3,,,,1032
59691,1,24,103665,0,6,,,,2644
59692,1,24,105574,0,1,,,,1093
59693,1,24,105575,0,2,,,,1045
59694,1,24,105577,0,1,,,,1045
59695,1,24,105693,0,6,,,,1045
59696,1,24,105737,0,16,,,,1034
59697,1,24,105857,0,4,,,,1044
59698,1,24,106716,0,4,,,,1092
59699,1,24,108696,1,2,,,,1032
59700,1,24,108698,1,6,,,,2636
60693,1,25,105574,0,2,,,,2644
60694,1,25,105575,0,5,,,,1045
60695,1,25,105577,0,2,,,,1045
60696,1,25,105693,0,2,,,,1045
60697,1,25,105737,0,9,,,,1034
60698,1,25,105857,0,7,,,,1044
60699,1,25,106716,0,4,,,,1092
60700,1,25,108079,0,1,,,,1032
60701,1,25,108701,1,2,,,,1030
61492,1,26,105574,0,19,,,,2644
61493,1,26,105575,0,9,,,,1045
61494,1,26,105693,0,6,,,,1045
61495,1,26,105857,0,2,,,,1034
61496,1,26,106716,0,2,,,,1092
61497,1,26,108701,1,1,,,,1032
62187,1,27,103665,0,6,,,,2644
62188,1,27,105574,0,1,,,,1093
62189,1,27,105575,0,2,,,,1045
62190,1,27,105577,0,1,,,,1045
62191,1,27,105693,0,2,,,,1045
62192,1,27,105737,0,7,,,,1034
62193,1,27,106716,0,1,,,,1044
63011,1,28,103501,0,4,,,,1032
63012,1,28,103665,0,3,,,,3008
63013,1,28,105576,0,14,,,,1093
63014,1,28,105693,0,3,,,,1045
63015,1,28,105857,0,5,,,,1034
63016,1,28,106716,0,5,,,,1092
63017,1,28,108701,1,4,,,,1032
63761,1,28,1083518,0,2,,,,2644
63797,1,30,103501,0,6,,,,1048
63798,1,30,103520,0,1,,,,3008
63799,1,30,105693,0,4,,,,1028
63800,1,30,105857,0,1,,,,1034
63801,1,30,106716,0,2,,,,1092
63802,1,30,108696,1,3,,,,1032
64350,1,31,103501,0,8,,,,2636
64351,1,31,103665,0,3,,,,3008
64352,1,31,105576,0,5,,,,1093
64353,1,31,105693,0,8,,,,1045
64354,1,31,105857,0,5,,,,1034
64355,1,31,106716,0,3,,,,1092
64356,1,31,108698,1,3,,,,1032
65089,1,31,1083518,0,2,,,,2644
65120,1,32,103501,0,2,,,,1048
65121,1,32,105576,0,17,,,,3008
65122,1,32,105693,0,1,,,,1045
65123,1,32,106716,0,4,,,,1034
65620,1,32,1083518,0,1,,,,1032
65635,1,33,103501,0,11,,,,1048
65636,1,33,103520,0,4,,,,3008
65637,1,33,105576,0,14,,,,1028
65638,1,33,105693,0,4,,,,1045
65639,1,33,105857,0,2,,,,1034
65640,1,33,106716,0,2,,,,1092
65641,1,33,108701,1,2,,,,1032
66297,1,33,1083518,0,4,,,,2644
66323,1,34,103501,0,3,,,,1048
66324,1,34,103520,0,1,,,,3008
66325,1,34,103665,0,3,,,,1028
66326,1,34,105693,0,10,,,,1093
66327,1,34,105857,0,3,,,,1034
66328,1,34,106716,0,5,,,,1092
66329,1,34,108696,1,4,,,,1032
67112,1,34,1083518,0,1,,,,2636
67143,1,35,103501,0,6,,,,1048
67144,1,35,103520,0,3,,,,3008
67145,1,35,105576,0,1,,,,1028
67146,1,35,105693,0,2,,,,1045
67147,1,35,106716,0,2,,,,1034
67662,1,35,1083518,0,2,,,,1032
67688,1,37,103665,0,7,,,,1048
67689,1,37,105574,0,9,,,,1093
67690,1,37,105575,0,39,,,,1045
67691,1,37,105577,0,1,,,,1045
67692,1,37,105693,0,6,,,,1045
67693,1,37,105737,0,4,,,,1034
67694,1,37,105857,0,6,,,,1044
67695,1,37,106716,0,6,,,,1092
67696,1,37,108698,1,3,,,,1032
68733,1,38,103665,0,11,,,,2644
68734,1,38,105574,0,11,,,,1093
68735,1,38,105575,0,33,,,,1045
68736,1,38,105577,0,20,,,,1045
68737,1,38,105737,0,1,,,,1045
68738,1,38,105857,0,14,,,,1044
68739,1,38,108701,1,1,,,,1092
69705,1,39,103501,0,7,,,,2644
69706,1,39,105576,0,12,,,,3008
69707,1,39,105693,0,2,,,,1045
69708,1,39,105857,0,2,,,,1034
69709,1,39,106716,0,4,,,,1092
69710,1,39,108701,1,2,,,,1032
70596,1,39,1083518,0,3,,,,2644
70630,1,40,103501,0,8,,,,1048
70631,1,40,105576,0,6,,,,3008
70632,1,40,105693,0,7,,,,1045
70633,1,40,105857,0,3,,,,1034
70634,1,40,106716,0,10,,,,1092
